companion_seq,travel_id,rel_cd,companion_gender,companion_age_grp,companion_situation
3,h_h001279,7,2,3,1
2,h_h001279,7,1,3,1
4,h_h001279,7,2,3,1
1,h_h001280,2,2,3,1
2,h_h001280,11,1,4,1
1,h_h001282,1,1,5,1
1,h_h001283,3,2,8,1
1,h_h001287,1,2,5,1
2,h_h001288,2,2,3,3
1,h_h001288,3,2,8,1
3,h_h001288,6,2,5,3
1,h_h001292,1,1,3,1
1,h_h001293,2,2,3,1
2,h_h001297,7,1,3,1
1,h_h001297,7,1,3,1
3,h_h001297,7,1,3,1
12,h_h001299,6,1,7,3
14,h_h001299,6,2,6,3
16,h_h001299,6,2,7,3
1,h_h001299,5,2,5,1
3,h_h001299,6,2,2,1
5,h_h001299,3,2,8,3
7,h_h001299,6,1,5,3
9,h_h001299,6,2,2,3
11,h_h001299,6,2,6,3
13,h_h001299,6,2,7,3
15,h_h001299,6,1,6,3
2,h_h001299,5,1,6,1
4,h_h001299,6,2,2,1
6,h_h001299,6,2,8,3
8,h_h001299,6,2,5,3
10,h_h001299,6,1,1,3
1,h_h001301,8,1,4,1
1,h_h001306,8,1,3,1
1,h_h001309,8,1,4,1
1,h_h001314,7,2,3,1
1,h_h001316,7,2,3,1
1,h_h001317,8,1,4,1
2,h_h001326,9,1,3,1
1,h_h001326,9,1,3,2
3,h_h001326,9,2,3,1
1,h_h001330,1,1,5,1
2,h_h001330,2,1,1,1
3,h_h001336,2,1,2,1
2,h_h001336,2,1,2,1
1,h_h001336,1,1,5,1
1,h_h001338,8,1,3,1
1,h_h001340,8,1,4,1
1,h_h001345,7,2,3,1
1,h_h001355,1,1,5,1
1,h_h001359,8,1,3,1
1,h_h001364,1,1,4,1
3,h_h001364,2,1,1,1
2,h_h001364,2,2,1,1
1,h_h001365,8,1,3,1
1,h_h001366,7,1,3,1
2,h_h001366,7,1,3,3
1,h_h001371,8,1,3,1
1,h_h001372,9,2,5,1
1,h_h001375,7,2,5,1
3,h_h001375,11,1,1,1
2,h_h001375,2,2,1,1
1,h_h001382,8,1,3,1
2,h_h001385,2,1,2,1
1,h_h001385,1,1,5,1
3,h_h001385,2,1,2,1
1,h_h001392,8,1,4,1
1,h_h001393,8,1,3,3
1,h_h001397,8,2,3,1
4,h_h001398,2,1,1,1
1,h_h001398,1,1,5,1
3,h_h001398,2,2,2,1
2,h_h001398,2,2,2,1
1,h_h001404,8,1,3,1
1,h_h001406,3,2,7,1
1,h_h001415,8,1,3,3
1,h_h001416,7,2,3,1
3,h_h001416,7,2,3,1
2,h_h001416,7,2,3,1
4,h_h001416,7,1,3,1
1,h_h001421,7,2,4,1
1,h_h001428,3,2,6,1
1,h_h001429,7,2,3,1
3,h_h001429,7,2,3,1
2,h_h001429,7,2,3,1
2,h_h001433,1,2,5,3
1,h_h001433,2,1,2,1
1,h_h001434,8,1,3,1
1,h_h001438,8,2,3,1
1,h_h001443,3,2,6,1
1,h_h001447,8,1,4,1
1,h_h001451,8,1,4,1
1,h_h001453,8,1,3,1
1,h_h001458,3,1,6,1
3,h_h001458,5,1,3,1
2,h_h001458,3,2,6,1
1,h_h001462,7,2,3,1
1,h_h001464,7,2,4,3
1,h_h001465,8,1,5,1
1,h_h001466,5,2,4,1
3,h_h001466,3,2,7,1
2,h_h001466,3,1,7,1
1,h_h001468,1,2,5,1
1,h_h001473,8,1,3,1
1,h_h001477,8,1,3,1
1,h_h001478,7,1,3,1
1,h_h001481,8,2,3,3
1,h_h001482,1,2,5,1
1,h_h001492,1,1,7,1
3,h_h001492,2,2,3,1
2,h_h001492,2,2,3,1
1,h_h001493,3,1,7,1
3,h_h001493,5,1,4,1
2,h_h001493,3,2,7,1
4,h_h001493,6,2,4,1
1,h_h001494,1,1,4,1
1,h_h001497,8,2,3,1
1,h_h001502,8,1,3,1
1,h_h001511,7,2,3,3
2,h_h001516,2,2,1,1
1,h_h001516,1,2,4,1
3,h_h001516,2,2,1,1
1,h_h001518,8,1,4,1
2,h_h001519,2,2,2,1
1,h_h001519,1,1,5,1
3,h_h001519,2,2,1,1
1,h_h001520,1,1,4,1
2,h_h001526,7,2,3,1
1,h_h001526,7,2,3,1
1,h_h001529,7,2,3,1
3,h_h001529,7,2,3,1
2,h_h001529,7,2,3,1
1,h_h001530,3,1,7,2
3,h_h001530,1,1,4,1
2,h_h001530,3,2,7,2
4,h_h001530,2,1,1,1
1,h_h001533,1,1,4,1
1,h_h001535,1,1,4,1
1,h_h001537,7,2,3,1
2,h_h001538,3,2,6,1
1,h_h001538,3,1,6,1
3,h_h001538,5,2,3,1
1,h_h001541,3,2,7,1
2,h_h001541,6,2,6,1
1,h_h001542,7,2,4,1
1,h_h001543,7,2,6,1
3,h_h001543,7,2,6,1
2,h_h001543,7,2,6,1
1,h_h001553,8,1,4,1
1,h_h001557,8,1,3,1
1,h_h001560,8,2,3,3
2,h_h001563,3,2,6,1
1,h_h001563,3,1,6,1
1,h_h001566,1,2,4,1
1,h_h001570,5,1,4,1
3,h_h001570,8,1,3,1
2,h_h001570,5,1,3,1
1,h_h001574,7,2,3,1
1,h_h001581,8,1,4,1
1,h_h001595,1,2,4,1
1,h_h001603,7,1,3,3
1,h_h001607,2,2,1,1
1,h_h001610,8,1,3,1
5,h_h001612,2,1,1,1
2,h_h001612,3,2,8,1
4,h_h001612,2,2,1,1
1,h_h001612,1,2,5,1
3,h_h001612,2,1,1,1
2,h_h001614,2,1,1,1
1,h_h001614,1,1,5,1
2,h_h001615,2,1,1,1
1,h_h001615,1,2,5,1
1,h_h001617,7,2,3,1
1,h_h001618,8,1,3,1
1,h_h001620,7,2,4,1
1,h_h001643,1,1,5,1
1,h_h001655,8,2,3,1
2,h_h001660,2,2,1,1
1,h_h001660,1,1,5,1
1,h_h001662,8,1,3,3
1,h_h001666,7,2,4,3
1,h_h001670,1,1,4,1
3,h_h001670,2,2,1,1
2,h_h001670,2,2,2,1
1,h_h001671,7,1,6,1
1,h_h001676,7,2,3,1
1,h_h001686,8,1,3,1
1,h_h001688,2,2,1,1
1,h_h001690,1,2,3,1
2,h_h001690,2,2,1,1
1,h_h001693,8,1,3,1
1,h_h001695,3,1,6,1
2,h_h001695,3,2,6,1
1,h_h001699,7,2,3,1
1,h_h001700,2,1,3,1
2,h_h001700,2,2,3,1
1,h_h001703,7,2,4,1
1,h_h001705,7,2,7,1
1,h_h001706,8,2,3,1
1,h_h001713,3,2,7,1
1,h_h001719,7,2,3,1
1,h_h001720,5,2,3,1
1,h_h001726,1,1,5,1
2,h_h001726,2,1,1,1
1,h_h001727,1,2,4,1
3,h_h001727,3,2,6,1
2,h_h001727,3,1,6,1
2,h_h001728,3,2,6,1
1,h_h001728,3,1,6,1
1,h_h001730,8,1,3,1
1,h_h001731,5,1,3,1
1,h_h001737,3,1,6,1
3,h_h001737,5,2,3,1
2,h_h001737,3,2,6,1
2,h_h001739,3,2,6,1
1,h_h001739,3,1,6,1
1,h_h001742,1,1,4,1
2,h_h001742,2,2,4,1
1,h_h001744,7,2,3,1
2,h_h001744,7,2,3,1
1,h_h001750,1,1,4,1
1,h_h001752,7,2,4,1
1,h_h001767,1,1,5,1
2,h_h001767,2,2,1,1
1,h_h001784,8,1,4,1
1,h_h001788,1,2,6,1
2,h_h001788,2,1,1,1
1,h_h001789,7,2,3,1
1,h_h001794,8,1,3,1
3,h_h001796,5,2,3,3
2,h_h001796,3,2,6,3
1,h_h001796,3,1,6,3
1,h_h001797,8,1,3,1
1,h_h001799,9,1,4,3
2,h_h001799,9,2,4,3
1,h_h001803,5,2,3,3
1,h_h001807,3,1,6,2
3,h_h001807,5,2,3,1
2,h_h001807,3,2,6,2
1,h_h001819,1,1,4,1
1,h_h001820,7,2,4,1
1,h_h001831,8,2,4,1
1,h_h001843,8,1,4,1
1,h_h001844,5,2,3,2
1,h_h001849,1,1,5,1
3,h_h001849,2,1,2,1
2,h_h001849,2,2,2,1
2,h_h001850,2,1,2,1
1,h_h001850,1,2,5,1
3,h_h001850,3,2,8,1
1,h_h001853,8,1,3,1
1,h_h001860,8,2,3,1
1,h_h001861,1,1,4,1
1,h_h001863,8,1,3,1
2,h_h001865,2,1,1,1
1,h_h001865,1,2,5,1
1,h_h001873,8,1,3,1
2,h_h001874,2,1,1,1
1,h_h001874,1,1,5,1
3,h_h001874,2,1,1,1
1,h_h001883,7,2,4,3
1,h_h001889,7,2,3,1
1,h_h001898,7,2,3,1
1,h_h001903,7,2,6,2
1,h_h001905,5,2,4,1
1,h_h001906,5,2,3,1
2,h_h001910,2,2,1,1
1,h_h001910,1,1,4,1
1,h_h001913,7,2,3,1
1,h_h001919,2,2,2,1
2,h_h001919,2,2,2,1
1,h_h001933,8,1,4,1
2,h_h001938,10,2,4,1
4,h_h001938,10,2,3,1
1,h_h001938,10,2,4,1
3,h_h001938,10,2,3,1
1,h_h001955,8,1,3,1
2,h_h001959,7,1,4,1
1,h_h001959,7,1,4,1
1,h_h001961,8,1,3,3
2,h_h001966,7,2,4,3
1,h_h001966,7,2,4,3
1,h_h001976,1,2,4,1
2,h_h001976,2,1,1,1
1,h_h001978,1,2,4,1
1,h_h001984,7,2,3,1
1,h_h001985,8,2,3,1
2,h_h001988,2,2,4,1
1,h_h001988,2,2,4,1
2,h_h001989,2,1,2,1
1,h_h001989,1,1,5,1
3,h_h001989,2,1,2,1
1,h_h001999,8,1,4,1
3,h_h002000,7,1,3,1
2,h_h002000,7,2,3,1
4,h_h002000,7,1,3,3
1,h_h002000,7,1,3,1
2,h_h002006,2,1,2,1
1,h_h002006,1,1,5,1
3,h_h002006,2,2,2,1
2,h_h002027,6,1,4,1
4,h_h002027,3,2,7,1
6,h_h002027,2,2,1,1
1,h_h002027,1,2,4,1
3,h_h002027,6,2,4,1
5,h_h002027,2,1,1,1
1,h_h002028,7,1,3,1
1,h_h002029,1,1,5,1
2,h_h002029,2,2,2,1
2,h_h002037,2,2,1,1
1,h_h002037,1,2,5,1
3,h_h002037,2,2,1,1
1,h_h002039,8,1,4,1
4,h_h002042,9,2,4,1
6,h_h002042,11,2,1,1
8,h_h002042,11,1,1,1
1,h_h002042,1,1,4,3
3,h_h002042,9,2,4,1
5,h_h002042,9,1,4,1
7,h_h002042,11,2,1,1
2,h_h002042,2,2,1,1
1,h_h002044,7,2,3,1
1,h_h002046,7,2,5,1
2,h_h002048,7,2,3,1
1,h_h002048,7,2,3,1
1,h_h002083,8,1,3,3
1,h_h002084,8,1,3,1
1,h_h002087,8,2,3,1
1,h_h002090,8,2,4,1
1,h_h002091,8,1,3,1
2,h_h002092,7,1,3,3
1,h_h002092,7,1,3,3
3,h_h002092,7,1,3,3
1,h_h002095,8,1,3,1
2,h_h002099,7,1,3,1
1,h_h002099,7,1,3,1
3,h_h002099,7,1,3,1
1,h_h002100,8,2,3,1
1,h_h002107,7,2,3,1
1,h_h002113,1,2,5,1
3,h_h002113,2,1,1,1
2,h_h002113,2,2,2,1
4,h_h002113,3,2,8,2
1,h_h002114,7,1,3,1
3,h_h002114,7,1,3,1
5,h_h002114,7,1,3,1
2,h_h002114,7,1,3,1
4,h_h002114,7,1,3,1
1,h_h002119,1,2,4,1
3,h_h002119,2,2,2,1
2,h_h002119,2,1,2,1
1,h_h002129,3,1,6,1
2,h_h002129,3,2,6,1
1,h_h002130,8,1,3,1
2,h_h002132,7,1,3,1
4,h_h002132,7,1,3,1
1,h_h002132,7,1,3,1
3,h_h002132,7,1,3,1
5,h_h002132,7,1,3,3
1,h_h002133,9,2,4,1
2,h_h002133,9,2,4,1
1,h_h002138,1,2,4,1
1,h_h002139,8,2,3,1
1,h_h002140,7,2,3,1
2,h_h002150,5,2,3,1
1,h_h002150,3,2,6,1
1,h_h002163,8,1,3,1
1,h_h002167,7,2,6,1
1,h_h002170,1,1,5,1
1,h_h002178,7,2,3,1
1,h_h002182,7,2,3,1
2,h_h002183,2,2,3,1
1,h_h002183,1,1,6,1
2,h_h002184,7,2,3,1
1,h_h002184,8,2,3,1
2,h_h002195,2,2,1,1
1,h_h002195,1,2,5,1
1,h_h002198,7,2,5,3
1,h_h002199,8,1,3,1
2,h_h002203,2,2,2,1
1,h_h002203,1,1,5,1
1,h_h002208,8,2,4,1
1,h_h002209,7,1,3,1
1,h_h002251,2,2,3,1
2,h_h002254,5,2,4,1
4,h_h002254,6,1,1,1
1,h_h002254,3,2,8,3
3,h_h002254,6,1,2,1
1,h_h002265,1,2,6,1
1,h_h002277,8,2,4,1
1,h_h002283,8,2,3,1
1,h_h002285,1,2,4,1
3,h_h002285,2,1,1,1
2,h_h002285,2,1,1,1
2,h_h002291,7,2,4,3
1,h_h002291,7,2,4,3
3,h_h002291,7,2,4,3
1,h_h002293,8,1,3,1
1,h_h002295,3,2,6,1
2,h_h002295,5,2,3,1
1,h_h002297,1,1,4,1
1,h_h002302,7,2,3,1
2,h_h002308,2,2,1,1
1,h_h002308,1,1,4,1
3,h_h002310,7,1,3,1
2,h_h002310,7,1,3,1
4,h_h002310,7,1,3,1
1,h_h002310,7,1,3,1
1,h_h002311,7,2,3,1
1,h_h002316,8,1,4,1
1,h_h002318,1,1,3,1
1,h_h002322,7,2,3,1
1,h_h002328,7,1,4,1
1,h_h002334,5,2,3,1
1,h_h002335,7,2,3,1
1,h_h002338,7,2,3,1
1,h_h002345,10,1,3,3
2,h_h002345,7,2,3,3
1,h_h002347,7,2,3,1
1,h_h002354,8,2,3,1
1,h_h002356,8,1,3,3
1,h_h002358,8,1,3,1
1,h_h002367,7,2,3,1
2,h_h002367,7,2,3,1
1,h_h002371,8,2,3,1
1,h_h002376,8,1,3,1
1,h_h002378,8,2,3,1
1,h_h002379,7,2,3,1
1,h_h002387,5,2,4,1
2,h_h002387,5,2,3,2
1,h_h002389,7,2,3,3
2,h_h002395,3,2,6,1
1,h_h002395,3,1,7,1
3,h_h002395,5,1,3,1
1,h_h002396,8,1,3,1
2,h_h002406,9,1,3,1
1,h_h002406,9,1,3,1
3,h_h002406,9,1,3,2
1,h_h002416,3,2,6,1
1,h_h002421,8,2,3,1
2,h_h002428,11,2,4,3
1,h_h002428,2,1,4,3
3,h_h002428,11,1,1,3
1,h_h002433,8,1,3,1
1,h_h002435,8,2,3,1
1,h_h002444,8,1,3,1
2,h_h002448,3,1,6,1
1,h_h002448,1,1,4,1
3,h_h002448,3,2,6,1
1,h_h002449,8,2,4,1
1,h_h002452,8,1,3,1
1,h_h002454,1,1,5,1
1,h_h002466,1,1,5,1
2,h_h002466,2,2,1,1
1,h_h002474,1,2,5,1
3,h_h002474,2,1,1,1
2,h_h002474,2,1,2,1
2,h_h002476,5,2,3,1
1,h_h002476,3,2,6,1
3,h_h002476,2,1,1,1
1,h_h002477,8,2,3,3
1,h_h002489,7,2,3,1
1,h_h002492,1,2,4,1
2,h_h002492,2,1,1,1
1,h_h002493,2,2,2,1
2,h_h002493,2,2,2,1
2,h_h002496,3,2,6,1
1,h_h002496,3,1,7,1
3,h_h002496,5,1,3,1
1,h_h002498,1,2,4,1
2,h_h002498,2,1,1,1
1,h_h002502,8,1,3,1
1,h_h002503,7,2,3,1
2,h_h002504,2,1,1,1
1,h_h002504,1,1,5,1
3,h_h002504,2,2,1,1
2,h_h002513,3,2,7,1
4,h_h002513,5,1,4,3
1,h_h002513,1,1,4,1
3,h_h002513,3,1,7,3
5,h_h002513,2,1,1,1
2,h_h002527,3,2,7,1
1,h_h002527,3,1,7,1
1,h_h002530,5,2,4,1
1,h_h002533,1,1,4,1
3,h_h002539,7,2,3,1
2,h_h002539,7,2,3,1
1,h_h002539,7,2,3,1
1,h_h002540,8,1,3,1
1,h_h002544,8,1,3,1
4,h_h002545,5,1,4,1
1,h_h002545,1,2,4,1
3,h_h002545,3,2,7,1
5,h_h002545,6,2,4,1
2,h_h002545,3,1,7,1
1,h_h002548,3,2,6,3
1,h_h002550,1,1,4,1
1,h_h002552,7,2,3,1
1,h_h002555,8,1,3,1
2,h_h002556,5,2,3,1
1,h_h002556,3,2,6,1
1,h_h002564,8,2,3,3
1,h_h002565,7,2,4,1
1,h_h002570,8,1,3,1
2,h_h002587,3,2,6,1
1,h_h002587,3,1,6,3
1,h_h002588,3,2,7,1
3,h_h002588,5,1,3,1
2,h_h002588,5,2,5,1
1,h_h002592,2,2,2,1
1,h_h002597,1,2,4,1
1,h_h002608,1,1,4,1
2,h_h002610,6,1,1,1
1,h_h002610,5,2,4,1
2,h_h002611,7,2,5,3
1,h_h002611,7,2,3,1
1,h_h002625,1,1,7,1
2,h_h002625,2,1,4,1
1,h_h002629,3,2,7,1
2,h_h002629,2,2,1,1
1,h_h002631,8,1,3,1
2,h_h002632,7,2,4,1
1,h_h002632,7,2,4,1
1,h_h002633,8,1,3,1
1,h_h002653,8,1,4,1
1,h_h002656,7,2,4,1
2,h_h002656,7,2,4,1
1,h_h002657,8,1,3,1
1,h_h002658,1,2,4,1
1,h_h002659,1,1,4,1
1,h_h002665,7,2,3,3
1,h_h002667,8,2,3,1
1,h_h002694,1,1,5,1
3,h_h002694,9,1,5,1
2,h_h002694,2,1,1,1
4,h_h002694,9,1,5,1
1,h_h002701,8,1,3,1
2,h_h002713,2,1,2,1
1,h_h002713,1,1,5,1
1,h_h002721,8,1,3,1
1,h_h002723,1,1,5,1
3,h_h002723,2,2,2,1
2,h_h002723,2,1,2,1
4,h_h002726,6,2,2,1
1,h_h002726,2,2,2,1
3,h_h002726,5,2,5,1
2,h_h002726,2,2,1,1
1,h_h002730,8,2,3,1
1,h_h002733,3,1,6,1
3,h_h002733,5,2,3,1
2,h_h002733,3,2,6,1
4,h_h002733,5,1,3,1
1,h_h002734,7,2,4,1
1,h_h002751,8,2,3,1
2,h_h002768,2,1,1,1
1,h_h002768,1,1,4,1
3,h_h002771,6,1,1,1
2,h_h002771,6,1,1,1
1,h_h002771,5,2,5,1
1,h_h002778,7,2,3,1
1,h_h002779,7,2,3,1
1,h_h002785,7,2,4,1
1,h_h002792,1,1,5,1
3,h_h002792,2,1,1,1
2,h_h002792,2,1,2,1
1,h_h002796,7,2,3,1
1,h_h002809,1,1,5,3
1,h_h002815,3,1,6,1
1,h_h002819,8,1,3,1
2,h_h002820,3,2,6,1
1,h_h002820,3,1,6,1
3,h_h002820,5,1,3,1
2,h_h002832,7,2,3,1
1,h_h002832,7,2,3,1
3,h_h002832,7,2,3,1
1,h_h002842,8,1,3,1
1,h_h002843,8,2,3,1
2,h_h002847,2,2,5,1
4,h_h002847,2,1,6,1
6,h_h002847,2,2,2,1
8,h_h002847,2,1,2,1
1,h_h002847,1,1,8,1
3,h_h002847,2,1,5,1
5,h_h002847,2,2,5,1
7,h_h002847,2,2,2,1
1,h_h002865,8,1,3,1
1,h_h002866,3,2,6,1
2,h_h002866,5,1,4,1
1,h_h002868,1,1,6,1
3,h_h002868,2,1,3,1
2,h_h002868,2,2,3,1
1,h_h002873,7,2,4,1
1,h_h002889,8,2,3,1
1,h_h002899,1,2,4,1
2,h_h002899,3,2,7,1
2,h_h002905,11,2,4,1
1,h_h002905,8,2,3,1
3,h_h002905,11,1,4,1
1,h_h002913,7,2,4,1
1,h_h002927,7,1,4,1
2,h_h002934,3,2,7,1
1,h_h002934,3,1,7,1
1,h_h002941,8,2,3,1
1,h_h002948,1,1,4,1
2,h_h002948,2,1,1,1
1,h_h002955,8,2,3,1
1,h_h002964,8,2,3,1
1,h_h002976,8,1,4,1
1,h_h002977,2,2,1,1
2,h_h002982,7,2,3,1
1,h_h002982,7,2,3,1
1,h_h002994,8,1,3,1
1,h_h002995,8,1,3,1
1,h_h003006,8,2,3,3
1,h_h003009,7,2,3,1
2,h_h003009,7,2,3,3
1,h_h003012,8,2,3,1
1,h_h003036,8,1,4,1
2,h_h003038,2,1,1,1
1,h_h003038,1,1,5,1
1,h_h003042,3,2,7,1
2,h_h003042,1,2,4,1
1,h_h003056,1,1,4,1
1,h_h003057,8,2,3,1
1,h_h003058,8,1,3,1
1,h_h003082,7,2,3,1
2,h_h003092,8,1,3,1
1,h_h003092,7,2,3,1
3,h_h003092,7,1,3,1
1,h_h003094,8,2,4,1
4,h_h003096,7,1,4,2
1,h_h003096,7,2,3,1
3,h_h003096,7,2,3,2
2,h_h003096,7,2,3,1
1,h_h003101,7,1,3,1
2,h_h003111,2,2,2,1
1,h_h003111,1,1,4,1
1,h_h003121,8,2,3,1
1,h_h003123,8,1,4,1
2,h_h003135,2,2,1,1
1,h_h003135,1,1,4,1
1,h_h003136,8,1,4,1
1,h_h003140,9,2,4,3
1,h_h003142,7,2,3,1
3,h_h003142,7,2,3,1
2,h_h003142,7,2,3,1
1,h_h003148,8,1,3,1
1,h_h003159,7,1,3,1
1,h_h003190,8,1,3,1
1,h_h003191,8,1,3,1
1,h_h003195,8,1,3,1
2,h_h003197,2,2,3,1
1,h_h003197,1,2,6,1
3,h_h003197,2,1,3,1
1,h_h003204,8,2,3,1
1,h_h003217,8,2,3,1
2,h_h003219,7,2,3,1
4,h_h003219,7,2,3,1
1,h_h003219,7,1,3,1
3,h_h003219,7,2,3,1
5,h_h003219,7,2,3,1
1,h_h003223,8,1,3,1
1,h_h003243,8,1,3,3
1,h_h003263,7,1,6,3
1,h_h003265,1,2,4,1
1,h_h003273,1,1,4,1
2,h_h003273,2,1,1,1
2,h_h003277,2,2,1,1
4,h_h003277,3,1,7,1
6,h_h003277,5,2,4,1
8,h_h003277,6,1,1,1
1,h_h003277,1,1,4,1
3,h_h003277,2,2,1,1
5,h_h003277,3,2,7,1
7,h_h003277,6,1,4,1
1,h_h003278,7,2,6,1
1,h_h003299,8,1,4,1
1,h_h003308,8,1,3,1
1,h_h003322,8,2,3,1
1,h_h003327,7,2,3,1
1,h_h003330,8,2,3,1
2,h_h003331,2,2,2,1
1,h_h003331,2,2,1,1
1,h_h003332,8,2,3,1
1,h_h003337,3,1,5,1
3,h_h003337,5,2,2,1
5,h_h003337,7,1,2,3
2,h_h003337,3,2,5,1
4,h_h003337,8,1,3,1
1,h_h003340,1,2,4,1
3,h_h003340,2,2,1,1
2,h_h003340,2,2,1,1
1,h_h003343,1,2,4,1
1,h_h003344,8,2,4,1
2,h_h003346,7,2,3,1
1,h_h003346,7,2,3,1
1,h_h003347,1,2,4,1
1,h_h003350,8,1,4,1
1,h_h003353,5,1,2,1
2,h_h003355,3,2,6,1
1,h_h003355,3,1,6,1
3,h_h003355,5,2,3,1
1,h_h003359,1,2,7,1
1,h_h003373,8,1,4,1
1,h_h003383,8,2,4,1
1,h_h003386,8,1,3,1
2,h_h003389,2,1,2,1
4,h_h003389,5,1,4,1
1,h_h003389,1,1,5,1
3,h_h003389,2,2,2,1
1,h_h003405,7,1,3,1
1,h_h003406,5,2,3,1
1,h_h003410,7,2,3,1
1,h_h003431,8,1,3,1
1,h_h003441,8,1,3,1
1,h_h003443,8,1,4,1
2,h_h003443,7,1,4,1
1,h_h003444,1,2,4,1
3,h_h003444,2,2,1,1
2,h_h003444,2,1,1,1
1,h_h003448,1,1,7,1
1,h_h003451,7,2,4,1
1,h_h003453,8,1,3,1
1,h_h003477,7,2,3,1
2,h_h003477,7,2,3,1
1,h_h003481,1,2,5,1
3,h_h003481,2,2,2,1
2,h_h003481,2,1,2,1
2,h_h003483,7,2,3,3
1,h_h003483,8,1,3,1
3,h_h003483,7,1,3,1
1,h_h003507,8,2,3,1
1,h_h003514,8,1,3,1
2,h_h003524,7,2,6,1
1,h_h003524,2,2,4,1
1,h_h003531,7,2,3,1
1,h_h003536,8,2,3,1
1,h_h003539,8,2,3,1
1,h_h003540,7,2,3,1
3,h_h003540,7,2,3,1
2,h_h003540,7,1,3,1
1,h_h003543,8,2,3,1
1,h_h003553,8,1,3,1
1,h_h003556,3,2,6,1
3,h_h003556,5,2,4,1
2,h_h003556,3,1,6,1
2,h_h003560,2,1,2,1
1,h_h003560,1,2,5,1
3,h_h003560,2,2,1,1
1,h_h003561,7,1,3,1
3,h_h003561,7,1,3,1
2,h_h003561,7,1,3,1
1,h_h003563,8,1,3,1
1,h_h003565,1,1,5,1
1,h_h003567,8,2,3,1
1,h_h003570,8,1,3,3
1,h_h003571,8,1,3,1
1,h_h003572,8,1,3,1
1,h_h003576,8,2,3,1
1,h_h003578,1,1,4,1
2,h_h003578,2,1,1,1
1,h_h003579,7,2,3,1
2,h_h003588,3,1,6,1
1,h_h003588,3,2,6,1
2,h_h003596,2,1,1,1
1,h_h003596,1,1,4,1
1,h_h003599,8,2,3,1
2,h_h003614,3,2,6,3
1,h_h003614,3,1,7,3
3,h_h003614,5,2,3,3
1,h_h003619,8,2,3,1
1,h_h003627,8,1,3,1
1,h_h003629,8,1,3,1
1,h_h003637,8,1,3,1
1,h_h003638,8,1,4,1
1,h_h003641,3,1,7,1
3,h_h003641,2,2,1,1
2,h_h003641,1,1,4,1
1,h_h003642,8,1,4,1
1,h_h003654,1,1,4,1
2,h_h003660,2,2,2,1
1,h_h003660,1,1,5,1
1,h_h003671,7,2,4,1
5,h_h003684,6,2,8,2
2,h_h003684,3,2,6,2
4,h_h003684,4,2,8,2
1,h_h003684,3,1,6,2
3,h_h003684,5,2,3,2
1,h_h003692,1,1,3,1
1,h_h003702,8,1,4,1
2,h_h003703,2,1,1,1
