companion_seq,travel_id,rel_cd,companion_gender,companion_age_grp,companion_situation
4,h_h003703,7,2,4,2
6,h_h003703,11,2,1,2
1,h_h003703,1,1,5,1
3,h_h003703,2,1,1,1
5,h_h003703,7,1,4,2
7,h_h003703,11,1,1,2
1,h_h003720,3,2,6,1
3,h_h003722,2,2,3,1
2,h_h003722,2,1,3,1
1,h_h003722,1,2,6,1
1,h_h003723,8,1,4,1
1,h_h003724,8,2,3,1
1,h_h003726,8,1,3,1
1,h_h003727,1,1,5,1
1,h_h003729,8,1,3,3
1,h_h003731,8,2,3,3
1,h_h003744,7,2,3,1
1,h_h003763,7,2,7,1
3,h_h003763,7,2,7,1
5,h_h003763,7,2,7,1
2,h_h003763,7,2,7,1
4,h_h003763,7,2,7,1
1,h_h003774,8,1,3,1
1,h_h003778,8,2,3,1
1,h_h003783,8,1,3,1
2,h_h003789,4,2,8,1
4,h_h003789,6,2,6,1
6,h_h003789,6,1,2,1
1,h_h003789,3,2,6,1
3,h_h003789,6,2,5,1
5,h_h003789,6,1,3,1
3,h_h003790,7,2,3,1
2,h_h003790,7,2,3,1
1,h_h003790,7,2,3,1
1,h_h003791,8,1,3,1
2,h_h003808,2,1,2,1
1,h_h003808,1,1,5,3
3,h_h003808,2,1,2,1
1,h_h003827,3,2,5,1
1,h_h003842,8,2,4,1
1,h_h003849,8,2,4,2
1,h_h003867,8,1,4,1
1,h_h003871,1,1,4,1
1,h_h003876,2,2,5,1
1,h_h003880,1,1,8,1
3,h_h003880,11,1,5,1
2,h_h003880,2,1,5,1
4,h_h003880,11,1,2,1
1,h_h003885,3,2,5,1
1,h_h003906,8,1,4,3
1,h_h003920,8,1,3,1
1,h_h003953,7,2,3,1
1,h_h003961,8,2,3,1
2,h_h003978,2,2,1,1
1,h_h003978,1,1,4,1
1,h_h003980,7,2,5,3
1,h_h004032,7,1,3,2
1,h_h004045,8,2,3,1
1,h_h004055,8,2,3,1
1,h_h004060,8,1,3,1
1,h_h004063,8,2,3,1
1,h_h004082,8,1,3,1
2,h_h004099,8,2,3,1
1,h_h004099,3,1,7,3
1,h_h004101,7,1,5,1
1,h_h004102,5,2,3,1
1,h_h004105,1,1,4,1
1,h_h004108,8,1,3,1
1,h_h004109,7,2,3,1
1,h_h004118,7,2,3,1
1,h_h004119,8,1,3,1
1,h_h004133,8,1,3,1
1,h_h004143,7,1,3,1
1,h_h004146,8,1,3,1
1,h_h004150,1,1,4,1
3,h_h004154,5,1,3,3
2,h_h004154,3,2,6,1
1,h_h004154,3,1,6,1
1,h_h004163,8,1,3,1
1,h_h004179,8,1,3,1
1,h_h004184,8,2,3,1
1,h_h004193,3,2,6,1
2,h_h004193,5,1,3,1
1,h_h004204,9,1,3,1
2,h_h004204,9,2,3,1
1,h_h004206,5,2,3,1
1,h_h004208,2,2,3,1
1,h_h004211,8,1,3,1
1,h_h004215,7,2,4,1
1,h_h004216,7,2,4,1
1,h_h004218,7,2,3,1
1,h_h004219,8,2,3,1
1,h_h004220,7,1,4,1
1,h_h004223,8,2,3,1
1,h_h004224,7,1,3,1
3,h_h004224,7,2,3,3
2,h_h004224,7,2,3,1
2,h_h004225,3,2,6,1
4,h_h004225,5,2,3,1
1,h_h004225,3,1,6,1
3,h_h004225,5,1,3,1
1,h_h004226,5,2,3,1
1,h_h004233,8,1,3,1
1,h_h004234,2,1,2,1
2,h_h004234,2,2,2,1
1,h_h004242,3,2,6,1
1,h_h004244,8,2,4,1
1,h_h004251,7,2,3,1
1,h_h004288,2,2,3,1
1,h_h004298,8,1,3,1
1,h_h004315,8,1,3,1
2,h_h004324,2,2,1,1
1,h_h004324,1,2,4,1
1,h_h004325,2,2,3,1
1,h_h004326,8,2,3,1
1,h_h004327,7,2,3,3
2,h_h004330,2,1,2,1
1,h_h004330,1,1,5,1
3,h_h004330,2,1,1,1
1,h_h004331,8,2,3,1
2,h_h004348,2,2,1,1
1,h_h004348,1,1,4,1
1,h_h004351,3,2,6,1
1,h_h004359,7,2,4,1
1,h_h004362,7,2,3,1
3,h_h004362,7,2,3,1
2,h_h004362,7,2,3,1
2,h_h004363,5,2,3,1
1,h_h004363,5,2,3,1
2,h_h004365,2,2,1,1
1,h_h004365,1,2,4,1
1,h_h004376,7,2,5,1
1,h_h004385,8,1,3,1
1,h_h004386,8,1,4,1
1,h_h004399,1,2,5,1
1,h_h004402,7,2,3,1
1,h_h004406,1,2,5,1
3,h_h004406,2,2,1,1
2,h_h004406,2,2,1,1
4,h_h004406,2,2,1,1
1,h_h004410,7,2,3,1
1,h_h004411,8,2,3,1
1,h_h004415,8,2,3,1
1,h_h004427,8,1,4,1
2,h_h004446,5,1,3,1
1,h_h004446,3,2,5,1
1,h_h004459,1,1,5,1
1,h_h004474,8,1,4,1
1,h_h004492,5,2,3,1
1,h_h004499,3,2,6,1
1,h_h004515,8,2,3,1
1,h_h004523,8,2,3,1
1,h_h004552,1,1,3,1
1,h_h004573,8,1,3,1
1,h_h004577,5,2,3,1
1,h_h004579,7,2,3,1
1,h_h004593,8,1,3,1
2,h_h004611,2,1,1,1
1,h_h004611,1,1,5,1
3,h_h004611,2,2,1,1
1,h_h004636,7,2,3,1
1,h_h004640,8,2,3,1
1,h_h004654,8,1,3,1
1,h_h004660,7,2,3,1
1,h_h004696,8,1,3,1
1,h_h004712,7,2,3,1
1,h_h004721,8,1,3,1
1,h_h004732,7,2,3,1
1,h_h004739,5,2,3,1
1,h_h004752,7,2,3,1
1,h_h004754,3,1,6,1
1,h_h004755,7,2,3,1
2,h_h004757,7,2,3,1
1,h_h004757,7,2,3,1
1,h_h004773,5,2,3,1
2,h_h004796,3,2,6,3
1,h_h004796,3,1,6,3
3,h_h004796,8,1,3,1
4,h_h004845,7,1,3,1
1,h_h004845,7,1,3,1
3,h_h004845,7,1,3,1
2,h_h004845,7,1,3,1
1,h_h004851,7,2,3,2
1,h_h004860,7,2,3,1
2,h_h004860,7,2,3,1
1,h_h004876,8,1,3,1
2,h_h004877,4,2,8,1
4,h_h004877,5,1,4,3
1,h_h004877,4,1,8,1
3,h_h004877,1,1,4,1
5,h_h004877,5,2,3,3
1,h_h004911,3,2,7,1
1,h_h004919,8,1,3,1
1,h_h004920,8,1,3,1
1,h_h004947,2,2,3,1
1,h_h004949,6,1,5,1
1,h_h004968,8,1,3,1
1,h_h004977,1,2,4,1
1,h_h004992,7,2,3,1
2,h_h004997,3,2,6,1
4,h_h004997,5,2,3,1
6,h_h004997,5,2,4,3
8,h_h004997,6,1,1,3
1,h_h004997,3,1,7,1
3,h_h004997,5,2,3,1
5,h_h004997,5,1,3,1
7,h_h004997,6,1,4,3
2,h_h004998,3,2,6,3
1,h_h004998,3,1,6,3
3,h_h004998,5,1,3,3
1,h_h004999,3,2,6,1
1,h_h005014,7,2,3,1
1,h_h005017,1,1,5,1
2,h_h005017,2,1,2,1
1,h_h005028,8,1,3,1
1,h_h005037,8,2,3,1
2,h_h005044,5,2,3,1
1,h_h005044,3,2,6,1
2,h_h005052,7,2,3,1
1,h_h005052,7,2,3,1
3,h_h005052,7,2,3,1
1,h_h005058,2,2,1,1
1,h_h005060,8,1,3,1
1,h_h005061,8,2,3,1
2,h_h005062,7,1,4,1
1,h_h005062,7,1,4,1
1,h_h005063,7,2,3,1
2,h_h005066,7,1,3,1
1,h_h005066,7,2,3,1
1,h_h005082,1,1,4,1
2,h_h005082,2,2,1,1
1,h_h005086,7,2,3,1
2,h_h005086,7,2,3,1
1,h_h005113,8,1,3,1
2,h_h005124,9,2,4,1
1,h_h005124,9,2,4,1
2,h_h005136,7,2,3,1
1,h_h005136,7,2,3,1
1,h_h005138,4,1,7,1
3,h_h005138,6,2,2,1
5,h_h005138,2,1,1,1
2,h_h005138,4,2,6,1
4,h_h005138,1,1,4,1
1,h_h005149,8,1,3,1
1,h_h005150,1,2,4,1
1,h_h005177,8,1,3,1
1,h_h005181,8,2,3,1
2,h_h005184,7,2,3,1
1,h_h005184,7,2,3,2
1,h_h005198,8,1,4,1
1,h_h005200,8,1,3,1
1,h_h005201,8,1,4,1
1,h_h005208,8,1,3,1
1,h_h005212,7,2,3,1
3,h_h005212,7,2,3,1
2,h_h005212,7,2,3,1
2,h_h005217,2,2,1,1
1,h_h005217,1,2,4,1
1,h_h005233,8,2,3,1
1,h_h005234,8,1,4,1
2,h_h005238,7,2,3,1
1,h_h005238,7,2,3,1
1,h_h005245,9,2,4,1
1,h_h005252,8,1,3,1
2,h_h005253,2,2,4,1
1,h_h005253,2,2,4,1
1,h_h005264,8,2,3,3
1,h_h005267,7,1,3,1
1,h_h005271,8,1,4,1
1,h_h005274,8,2,3,1
1,h_h005280,8,2,3,1
1,h_h005288,1,2,4,1
2,h_h005297,11,1,3,3
1,h_h005297,7,1,3,3
1,h_h005298,8,1,3,1
1,h_h005309,8,1,3,1
1,h_h005311,5,2,4,1
2,h_h005312,7,2,3,1
1,h_h005312,7,2,3,1
1,h_h005342,7,2,4,1
3,h_h005342,7,2,4,1
2,h_h005342,7,2,4,1
4,h_h005342,7,2,4,1
1,h_h005345,7,2,3,1
1,h_h005365,8,1,3,1
1,h_h005366,8,1,3,1
3,h_h005367,2,1,3,1
2,h_h005367,2,2,3,1
1,h_h005367,1,1,6,1
1,h_h005369,7,2,3,1
1,h_h005377,8,1,4,1
1,h_h005390,8,1,4,1
1,h_h005428,8,1,3,1
3,h_h005433,7,1,3,3
2,h_h005433,7,1,3,1
1,h_h005433,7,1,3,1
2,h_h005434,2,2,2,1
1,h_h005434,1,1,5,1
3,h_h005434,2,2,2,1
1,h_h005435,5,2,3,1
1,h_h005437,3,2,6,1
1,h_h005441,1,2,5,1
3,h_h005441,2,2,2,1
2,h_h005441,2,1,2,1
4,h_h005441,2,1,1,1
1,h_h005448,7,2,3,1
1,h_h005455,1,2,5,1
1,h_h005459,8,1,3,1
1,h_h005461,7,2,3,1
1,h_h005462,8,1,3,1
1,h_h005464,5,2,3,1
1,h_h005466,8,1,3,1
1,h_h005492,3,1,8,1
3,h_h005492,1,1,5,1
2,h_h005492,3,2,8,1
4,h_h005492,2,1,1,1
1,h_h005494,3,2,6,1
2,h_h005494,4,2,8,1
1,h_h005495,7,1,3,1
1,h_h005501,8,2,4,1
3,h_h005501,7,2,4,1
2,h_h005501,7,1,4,1
1,h_h005509,8,1,3,1
1,h_h005518,8,1,3,1
2,h_h005535,2,1,1,1
1,h_h005535,1,1,5,1
1,h_h005559,8,2,4,1
1,h_h005580,8,1,3,1
1,h_h005583,7,1,3,1
2,h_h005583,7,1,3,1
1,h_h005586,1,1,6,1
1,h_h005589,1,1,4,1
2,h_h005590,5,2,3,1
1,h_h005590,3,2,6,1
1,h_h005624,2,1,1,1
1,h_h005641,7,2,3,1
1,h_h005644,8,1,3,1
1,h_h005655,8,1,3,1
1,h_h005680,1,1,4,1
1,h_h005700,1,2,4,1
2,h_h005700,2,2,1,1
2,h_h005713,2,2,1,1
1,h_h005713,1,1,4,1
1,h_h005746,8,1,3,1
1,h_h005771,5,2,3,1
1,h_h005798,8,1,4,1
1,h_h005841,8,2,3,1
1,h_h005842,8,1,4,1
1,h_h005851,7,1,3,1
1,h_h005857,8,2,4,1
1,h_h005858,8,2,3,1
1,h_h005865,3,2,6,1
1,h_h005884,8,2,3,1
1,h_h005888,3,2,6,2
2,h_h005889,7,1,4,1
1,h_h005889,7,2,3,3
1,h_h005912,1,2,5,1
1,h_h005917,8,1,4,1
1,h_h005922,8,2,4,1
1,h_h005951,8,1,3,1
3,h_h005951,7,2,3,1
2,h_h005951,7,1,3,1
1,h_h005955,1,1,4,1
1,h_h005958,1,2,4,1
3,h_h005958,2,1,1,1
2,h_h005958,2,2,1,1
2,h_h005961,2,1,1,1
1,h_h005961,1,2,4,1
1,h_h006083,9,1,4,1
3,h_h006083,10,1,5,2
5,h_h006083,10,2,5,3
2,h_h006083,10,1,5,3
4,h_h006083,10,2,4,2
6,h_h006083,10,2,5,3
1,h_h006101,1,2,5,1
2,h_h006102,6,2,1,1
1,h_h006102,3,2,7,1
1,h_h006152,8,1,3,1
1,h_h006192,3,2,6,1
1,h_h006303,1,1,4,1
3,h_h006303,2,1,1,1
2,h_h006303,2,1,1,1
2,h_h006304,10,2,3,3
1,h_h006304,1,1,5,1
3,h_h006304,10,1,4,3
1,h_h006321,7,2,4,1
1,h_h006332,2,2,1,1
1,h_h006338,3,2,6,1
1,h_h006375,8,1,4,1
1,h_h006395,7,2,3,1
1,h_h006398,1,2,6,1
1,h_h006402,8,1,3,1
1,h_h006416,3,1,6,1
1,h_h006433,1,1,5,1
3,h_h006433,2,2,2,1
2,h_h006433,2,2,2,1
2,h_h006434,2,2,2,1
1,h_h006434,1,2,5,1
3,h_h006434,2,1,2,1
1,h_h006435,1,1,5,1
1,h_h006438,8,1,4,1
1,h_h006439,7,2,5,1
1,h_h006440,1,1,5,1
3,h_h006440,2,2,1,1
2,h_h006440,2,2,1,1
2,h_h006443,2,1,2,1
1,h_h006443,1,2,5,1
3,h_h006443,2,1,2,3
1,h_h006450,1,2,4,1
3,h_h006450,3,2,1,1
2,h_h006450,2,1,1,1
1,h_h006455,8,2,4,1
1,h_h006458,1,2,4,1
1,h_h006459,1,1,4,1
2,h_h006459,2,2,1,1
2,h_h006460,2,1,2,1
1,h_h006460,1,2,5,1
3,h_h006460,2,2,2,1
1,h_h006462,7,2,4,2
1,h_h006464,1,2,5,1
1,h_h006465,1,1,4,1
1,h_h006468,1,2,4,1
2,h_h006468,2,2,1,1
1,h_h006469,8,1,3,3
2,h_h006470,2,1,2,1
1,h_h006470,1,1,5,1
1,h_h006472,1,2,4,1
1,h_h006473,7,2,4,1
2,h_h006473,7,2,4,1
1,h_h006476,2,1,1,1
2,h_h006477,2,1,1,1
1,h_h006477,1,1,4,1
3,h_h006477,2,1,1,1
2,h_h006478,11,2,5,1
1,h_h006478,7,1,5,1
2,h_h006480,10,2,6,2
4,h_h006480,10,2,6,2
1,h_h006480,10,1,5,2
3,h_h006480,10,2,5,2
1,h_h006491,1,2,4,1
1,h_h006494,1,1,5,1
1,h_h006496,7,2,6,1
2,h_h006498,7,2,6,1
1,h_h006498,1,1,6,1
1,h_h006499,2,2,1,1
1,h_h006502,5,2,4,1
2,h_h006502,2,2,1,1
1,h_h006504,2,1,1,1
1,h_h006506,1,1,4,1
1,h_h006519,1,1,4,1
3,h_h006519,2,2,1,1
2,h_h006519,2,2,1,1
1,h_h006527,8,1,4,1
1,h_h006528,3,2,7,1
2,h_h006530,2,1,1,1
1,h_h006530,1,1,4,1
2,h_h006533,3,2,7,1
1,h_h006533,2,2,1,1
1,h_h006534,1,1,5,1
2,h_h006539,8,1,4,3
1,h_h006539,7,2,4,1
2,h_h006543,2,2,2,1
1,h_h006543,1,2,5,1
2,h_h006545,2,2,1,1
1,h_h006545,1,1,5,1
3,h_h006545,2,2,1,1
1,h_h006549,7,2,3,1
1,h_h006551,1,1,4,1
2,h_h006565,2,2,2,1
1,h_h006565,1,1,5,1
3,h_h006565,2,2,2,1
1,h_h006567,8,1,4,1
2,h_h006568,2,1,1,1
1,h_h006568,1,1,5,1
3,h_h006568,2,2,1,1
1,h_h006572,1,1,6,1
1,h_h006578,8,1,4,1
1,h_h006581,1,2,4,1
2,h_h006581,2,1,1,1
1,h_h006585,2,2,2,1
2,h_h006585,2,2,1,1
1,h_h006587,8,1,3,1
2,h_h006589,2,1,2,1
1,h_h006589,1,2,6,1
3,h_h006589,2,1,2,1
1,h_h006592,2,1,1,1
3,h_h006594,2,1,1,1
2,h_h006594,2,1,1,1
1,h_h006594,1,2,5,1
1,h_h006597,1,1,5,1
2,h_h006597,2,1,2,1
1,h_h006607,1,1,5,1
3,h_h006607,2,1,1,1
2,h_h006607,2,1,2,1
1,h_h006612,7,2,4,1
2,h_h006617,11,2,1,1
1,h_h006617,2,2,4,1
1,h_h006620,7,1,5,1
1,h_h006621,3,2,5,1
1,h_h006626,7,2,4,1
1,h_h006629,1,1,4,1
2,h_h006629,2,1,1,1
1,h_h006632,1,2,5,1
1,h_h006635,1,2,5,1
2,h_h006635,2,1,1,1
1,h_h006636,1,1,3,1
1,h_h006637,10,2,5,1
1,h_h006638,1,1,5,1
2,h_h006638,2,1,1,1
1,h_h006643,1,2,4,1
2,h_h006643,2,2,1,1
1,h_h006645,1,1,5,1
1,h_h006653,8,1,3,1
2,h_h006663,2,2,2,1
1,h_h006663,1,1,5,1
3,h_h006663,2,2,1,1
1,h_h006665,8,2,3,1
2,h_h006668,2,1,2,1
1,h_h006668,1,2,5,1
3,h_h006668,2,1,1,1
1,h_h006671,8,2,3,1
1,h_h006677,2,2,2,1
1,h_h006678,7,2,5,1
1,h_h006680,1,2,5,1
1,h_h006681,1,1,5,1
3,h_h006681,2,2,1,1
2,h_h006681,2,2,2,1
2,h_h006682,2,1,1,1
1,h_h006682,1,1,5,1
3,h_h006682,2,2,1,1
1,h_h006685,8,1,4,1
1,h_h006695,1,2,5,1
2,h_h006695,2,1,1,1
2,h_h006700,2,1,2,1
1,h_h006700,1,1,5,1
1,h_h006703,1,1,5,1
1,h_h006706,1,1,4,1
1,h_h006709,1,1,5,1
3,h_h006709,2,1,1,1
2,h_h006709,2,1,1,1
1,h_h006720,6,2,4,1
2,h_h006720,6,2,3,1
1,h_h006737,8,1,3,3
1,h_h006744,1,1,6,1
2,h_h006747,2,2,1,1
1,h_h006747,1,2,4,1
1,h_h006748,1,2,4,1
3,h_h006748,2,1,1,1
2,h_h006748,2,1,1,1
1,h_h006749,7,2,3,1
2,h_h006750,7,2,4,1
1,h_h006750,7,2,4,1
1,h_h006755,8,1,3,1
1,h_h006766,7,2,6,1
1,h_h006870,2,1,2,1
1,h_h006872,1,1,4,1
2,h_h006872,2,1,1,1
1,h_h000079,11,2,7,1
1,h_h000117,1,2,4,1
3,h_h000117,2,2,1,1
2,h_h000117,2,2,2,1
1,h_h000153,5,1,5,1
3,h_h000153,11,1,1,1
2,h_h000153,11,2,5,1
4,h_h000153,11,2,1,1
2,h_h000170,9,2,3,1
4,h_h000170,9,2,3,1
1,h_h000170,9,1,4,1
3,h_h000170,9,2,3,1
1,h_h000177,8,2,4,1
1,h_h000198,8,1,3,1
1,h_h000208,1,1,5,1
2,h_h000208,2,1,1,1
1,h_h000240,1,1,4,1
2,h_h000240,2,1,1,1
1,h_h000246,8,1,3,1
1,h_h000260,1,1,4,1
1,h_h000264,1,1,4,1
2,h_h000499,3,1,6,1
4,h_h000499,5,1,3,1
1,h_h000499,1,1,4,1
3,h_h000499,3,2,6,1
2,h_h000548,3,1,7,3
1,h_h000548,1,1,4,1
1,h_h000550,8,1,5,3
1,h_h000570,8,1,3,3
1,h_h000613,1,1,4,3
2,h_h000613,2,2,1,1
1,h_h000631,5,2,3,1
1,h_h000634,7,1,4,1
1,h_h000654,8,2,3,1
1,h_h000700,1,1,4,1
3,h_h000700,3,1,6,1
5,h_h000700,5,2,4,1
2,h_h000700,2,2,1,1
4,h_h000700,3,2,5,1
1,h_h000702,11,2,5,1
3,h_h000702,11,1,1,1
2,h_h000702,11,1,2,1
1,h_h000706,8,1,3,1
1,h_h000726,8,1,4,1
1,h_h000750,1,1,5,1
3,h_h000750,2,2,1,1
2,h_h000750,2,1,1,1
1,h_h000755,1,2,4,1
2,h_h000755,2,1,2,1
1,h_h000770,1,2,5,1
2,h_h000802,2,1,1,1
1,h_h000802,1,1,4,1
2,h_h000842,2,2,2,1
1,h_h000842,3,2,7,1
3,h_h000842,2,2,1,1
2,h_h000859,7,2,4,1
1,h_h000859,7,2,4,1
1,h_h000872,3,1,6,1
3,h_h000872,5,2,4,3
5,h_h000872,2,2,1,1
2,h_h000872,3,2,6,1
4,h_h000872,5,1,3,1
1,h_h000880,1,1,4,1
2,h_h000894,2,1,2,1
1,h_h000894,1,1,5,1
3,h_h000894,2,1,2,1
1,h_h001019,3,1,8,1
3,h_h001019,5,2,5,3
2,h_h001019,3,2,7,1
4,h_h001019,6,1,5,3
1,h_h001051,8,1,4,1
1,h_h001060,7,2,3,1
2,h_h001060,7,2,3,3
2,h_h001093,11,2,4,1
1,h_h001093,11,1,6,1
3,h_h001093,11,2,4,1
1,h_h001108,1,1,4,1
1,h_h001189,7,2,4,1
1,h_h001212,3,2,6,1
1,h_h001231,7,2,3,1
1,h_h001249,7,2,3,1
1,h_h001264,8,1,3,1
1,h_h001271,8,1,4,3
1,h_h001315,8,1,3,1
2,h_h001332,2,1,2,1
4,h_h001332,1,1,5,2
1,h_h001332,2,1,2,1
3,h_h001332,2,2,2,1
1,h_h001405,11,2,3,2
1,h_h001407,1,2,5,1
3,h_h001407,2,2,2,1
2,h_h001407,2,1,2,1
1,h_h001412,8,1,3,1
1,h_h001440,7,2,3,1
1,h_h001442,8,1,3,1
1,h_h001517,8,1,3,1
1,h_h001552,8,2,3,1
2,h_h001590,2,2,1,1
1,h_h001590,1,1,4,1
1,h_h001642,1,2,4,1
1,h_h001698,8,1,3,1
2,h_h001722,6,2,3,3
1,h_h001722,5,2,3,1
2,h_h001766,2,1,1,1
1,h_h001766,2,1,2,1
1,h_h001792,7,2,3,1
1,h_h001810,5,2,4,1
1,h_h001816,7,2,3,1
1,h_h001818,3,2,6,1
1,h_h001824,8,2,6,1
1,h_h001833,8,1,3,1
2,h_h001964,5,1,4,2
1,h_h001964,5,1,4,2
1,h_h001993,9,2,3,1
2,h_h001993,9,2,3,1
1,h_h002005,7,2,3,1
1,h_h002032,7,2,3,1
1,h_h002101,1,2,4,1
2,h_h002111,9,2,3,1
1,h_h002111,9,1,3,1
3,h_h002111,9,2,3,1
1,h_h002249,1,1,4,1
2,h_h002249,5,2,3,3
1,h_h002255,7,2,5,1
1,h_h002331,8,2,3,3
1,h_h002336,1,1,8,1
2,h_h002336,2,2,4,1
1,h_h002341,2,1,3,1
2,h_h002341,2,2,2,1
1,h_h002381,8,2,3,1
1,h_h002412,1,1,5,1
2,h_h002412,2,2,2,1
1,h_h002423,2,2,1,1
3,h_h002423,3,2,7,1
2,h_h002423,3,1,7,1
1,h_h002481,1,1,5,1
3,h_h002481,2,2,2,1
5,h_h002481,3,2,8,1
2,h_h002481,2,2,2,1
4,h_h002481,3,1,8,1
1,h_h002537,8,1,4,1
2,h_h002577,3,2,7,1
1,h_h002577,3,1,7,1
1,h_h002604,3,2,6,1
1,h_h002617,8,1,4,1
2,h_h002641,3,2,7,1
1,h_h002641,3,1,7,1
1,h_h002686,8,1,3,1
1,h_h002840,8,1,3,1
1,h_h002845,8,1,4,3
1,h_h002908,8,2,3,1
1,h_h002916,8,2,3,1
1,h_h002945,8,1,3,3
1,h_h002985,1,1,5,1
2,h_h003116,7,2,3,1
1,h_h003116,7,2,3,1
1,h_h003127,8,1,4,1
1,h_h003144,8,1,4,3
2,h_h003169,7,1,3,1
1,h_h003169,7,1,3,1
1,h_h003356,9,2,5,3
2,h_h003377,7,1,4,1
1,h_h003377,7,1,4,1
1,h_h003390,8,2,3,1
1,h_h003430,1,1,4,1
1,h_h003455,8,1,3,1
1,h_h003469,1,1,5,1
2,h_h003469,2,2,1,1
1,h_h003491,1,1,4,1
1,h_h003512,8,1,3,1
1,h_h003656,3,2,6,1
2,h_h003656,3,1,6,1
1,h_h003705,8,2,3,1
1,h_h003713,5,2,3,1
1,h_h003793,1,1,4,1
1,h_h003932,3,2,5,1
2,h_h003932,3,1,6,1
1,h_h004058,8,1,3,1
1,h_h004138,8,1,3,1
1,h_h004162,8,2,3,1
1,h_h004180,8,1,3,1
1,h_h004245,7,2,3,1
2,h_h004245,7,2,3,1
1,h_h004372,1,2,5,1
3,h_h004372,2,2,2,1
5,h_h004372,3,2,8,1
2,h_h004372,2,1,2,1
4,h_h004372,3,2,8,1
1,h_h004513,8,1,4,1
1,h_h004533,8,1,4,1
1,h_h004606,7,2,3,1
1,h_h004763,7,2,3,2
1,h_h004979,3,2,7,1
2,h_h004979,5,1,4,1
1,h_h005003,7,2,3,1
2,h_h005064,7,2,3,1
1,h_h005064,7,2,3,1
1,h_h005067,1,2,3,1
1,h_h005250,7,2,3,1
1,h_h005257,7,2,3,1
1,h_h005355,8,1,3,1
1,h_h005379,8,2,4,1
1,h_h005402,7,2,5,3
1,h_h005432,8,2,3,1
1,h_h005456,3,2,6,1
1,h_h005505,7,2,3,3
3,h_h005505,7,2,3,2
2,h_h005505,7,2,3,2
1,h_h005686,8,1,4,1
1,h_h005721,2,1,1,1
2,h_h005721,5,2,4,1
1,h_h005843,1,1,4,1
1,h_h005867,8,2,3,1
1,h_h006024,8,1,3,1
1,h_h006198,8,1,3,1
1,h_h006207,6,2,3,1
1,h_h006234,8,2,3,1
1,h_h006453,1,1,5,1
1,h_h006503,8,1,4,1
1,h_h006595,7,2,3,3
1,h_h006618,3,2,6,1
1,h_h006639,8,1,4,1
2,h_h006641,2,1,1,1
1,h_h006641,1,1,4,1
3,h_h006641,2,1,1,1
1,h_h006654,5,2,4,1
2,h_h006654,10,2,3,3
1,h_h006658,1,1,4,1
1,h_h006660,3,2,8,1
1,h_h006684,1,1,5,1
1,h_h006731,1,2,6,1
1,h_h006753,2,2,1,1
3,h_h006753,1,2,5,3
2,h_h006753,2,2,2,1
