travel_id,adv_nm,adv_seq,payment_num,brno,store_nm,road_nm_addr,lotno_addr,road_nm_cd,lotno_cd,payment_dt,payment_mthd_se,payment_amt_won,payment_etc,sgg_cd
h_h001206,비행기 숙소 티켓 렌트,4,2,6168197240,주식회사 브이패스,제주특별자치도 제주시 중앙로 352,,3349184,5011010400,2023-06-20 03:14:00,3,57000,제주 루나폴 야간+산방산탄산온천/제주도 여행 디지털 테마파크 미디어 아트 관광지 입장권,
h_h001224,우비,0,3,,다이소,서울 강서구 공항대로 627,,,,,1,9000,,1150010100
h_h001233,수영복,1,1,,안단테,,,,,2023-06-19 00:00:00,1,79000,,
h_h001254,래쉬가드,1,1,1458700401,주식회사 엔제이디자인스튜디오,경기 고양시 일산동구 정발산로 11,경기 고양시 일산동구 장항동 863-2,3193031,4128510400,2023-06-20 21:09:00,1,67800,나이키 여자 래쉬가드 드라이핏 ,
h_h001260,수영시 핸드폰 넣을 방수팩,1,2,2268802234,밸류엠,경기 부천시 길주로411번길 28-20,경기 부천시 춘의동 74-1,4352024,4119010300,2023-06-21 16:47:00,1,12900,1+1프리미엄 방수팩,
h_h001262,핸드폰 보조밧데리,0,1,,스피디speedy슬림듀얼10000mAh,통일로395 온라인 쇼핑몰,,,,,1,20000,,1141011100
h_h001269,복숭아 음료수,1,2,6161811613,GS25,제주특별자치도 제주시 신대로 63,제주특별자치도 제주시 연동 301-10,3349111,5011013700,2023-06-20 09:24:00,1,2200,납작복숭아,
h_h001288,잠옷,0,1,,롯데백화점 본점,1,,,,,2,135000,,1114011100
h_h001299,제주올패스,0,17,,티몬,입구정로118 아리지빌딩,,,,,1,593300,,1168011000
h_h001306,우도 전기 스쿠터 렌트,0,2,,[걸리버여행기] 우도전기차 대여 예약; 최신형 전기자전거; 스쿠터; 사이드카,우도로 10 1층 (우 : 63365),,,,,5,40000,,5011033000
h_h001309,제주카페패스,1,2,,제주패스,,,,,2023-06-20 11:52:00,1,13900,카페패스 3일 프리미엄,
h_h001309,제주카페패스,2,2,4118601799,토스페이먼츠 주식회사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010,1168010100,2023-06-20 11:52:00,1,13200,,
h_h001322,비행기티켓,1,1,1108114794,(주)대한항공 ,서울 강서구 하늘길 260,,4145490,1150010800,2023-05-06 00:00:00,1,38900,비행기표,
h_h001322,비행기티켓,2,1,1218189086,㈜진에어,서울 강서구 공항대로 453,서울 강서구 등촌동 653-25,2005007,1150010200,2023-06-12 00:00:00,1,74800,비행기표,
h_h001345,커피 및 베이커리,1,2,7620202449,카페베네,경북 포항시 남구 동해면 일월로 18,,3303040,4711132021,2023-06-19 10:22:00,1,12100,,
h_h001385,주유,1,3,6160865385,동귀주유소,제주특별자치도 제주시 애월읍 일주서로 7092,제주특별자치도 제주시 애월읍 하귀1리 1548-9,3349236,5011025340,2023-07-09 15:26:00,1,50000,주유비,
h_h001396,우비,0,1,,다이소,오리로 865 1층,,,,,1,1000,,4121010200
h_h001406,올패스.제주패스,1,2,2118841856,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-06-12 00:00:00,1,98000,"제주투어패스 제주여행 프리패스, 48시간/72시간/120시간 이용권(구매 2개)",
h_h001406,올패스.제주패스,2,2,2118841856,㈜티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-05-08 00:00:00,1,59000,[단하루]제주여행 올패스 48시간/72시간/120시간 프리패스 이용권,
h_h001447,항공권,1,2,6058184518,에어부산(주),부산 강서구 유통단지1로57번가길 6,부산 강서구 대저2동 3148-5,3136083,2644010200,2023-06-07 13:55:00,1,92750,비행기표,
h_h001447,항공권,2,2,1048164440,(주)노랑풍선,서울 중구 수표로 31,서울 중구 저동2가 64,3005006,1114016100,2023-06-07 13:55:00,1,92750,비행기표 ,
h_h001447,항공권,3,2,1048164440,(주)노랑풍선,서울 중구 수표로 31,서울 중구 저동2가 64,3005006,1114016100,2023-06-07 13:55:00,1,1000,,
h_h001447,항공권,4,2,6058184518,에어부산(주),부산 강서구 유통단지1로57번가길 6,부산 강서구 대저2동 3148-5,3136083,2644010200,2023-06-07 13:50:00,1,47710,비행기표 ,
h_h001453,수영복,1,1,,박하쇼룸,,,,,2023-06-30 00:00:00,3,36955,M-2XL 빅사이즈 프릴 시스루 비치 가디건,
h_h001466,항공권,1,4,1018194800,티웨이항공,서울 강서구 하늘길 210,서울 강서구 공항동 1373-5,4145490,1150010800,2023-05-22 20:32:00,1,626400,비행기표,
h_h001478,항공편/렌트키/숙소,2,2,,한담누리 게스트하우스,제주특별자치도 제주시 애월읍 일주서로 6158,제주특별자치도 제주시 애월읍 애월리 2443-2,3349236,5011025334,2023-06-28 00:00:00,1,50000,숙박비,
h_h001492,옷(티;반바지);샌들;비상약,0,4,,nc백화점 야탑점,357-1,,,,,1,210000,,4113510700
h_h001520,보조밧데리,0,2,,쿠팡,복현화성타운,,,,,1,13900,,2723011200
h_h001529,셀카봉,0,1,,아라리,직접 방문 아님 인터넷 구매,,,,,1,26700,,1111010100
h_h001551,단백-저녁으로 목살1인분,1,1,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-06-27 00:00:00,1,23000,단백 ,
h_h001563,제주공항에서 세면도구,1,3,8098101574,CJ올리브영(주),제주특별자치도 제주시 공항로 2,,3349012,5011010900,2023-06-30 20:51:00,1,37100,센카 퍼펙트 휩 페이셜 워시;갸스비수퍼하드스타일링폼;마녀공장 퓨어 엔자임 클렌징 워터;셀리맥스 어성초 바하 지우개매가행사;박준뷰티랩 살롱 새치커버 염색약 네추,
h_h001595,항공권,1,2,4018132460,이스타항공(주),전북 군산시 옥서면 산동길 2,,4604441,4513040022,2023-05-29 20:35:00,1,363200,비행기표 ,
h_h001596,항공권,1,1,,트립닷컴,,,,,2023-07-05 00:14:00,1,23600,비행기표,
h_h001596,항공권,2,1,1218189086,진에어,서울 강서구 공항대로 453,서울 강서구 등촌동 653-25,2005007,1150010200,2023-07-02 11:54:00,1,19530,비행기표,
h_h001645,자전거 가방,0,1,,쿠팡,,,,,,1,20270,,1171010200
h_h001650,운동화,0,1,,자루아울렛 데상트,신항리 17-3,,,,,3,71900,,4420036000
h_h001660,렌트카렌트,1,3,1228625931,매일렌트카,제주특별자치도 제주시 용해로 58-15,제주특별자치도 제주시 용담이동 917-11,3349156,5011010900,2023-06-30 09:42:00,1,50900,렌트비,
h_h001667,렌트카,1,1,1058776000,주식회사 캐플릭스,제주특별자치도 제주시 신광로 21,제주특별자치도 제주시 연동 271-6,3349109,5011013700,,1,147255,니로 EV 71시간 [스마트렌트카] ,
h_h001668,펜츠,1,1,8248102515,주식회사 인터파크,서울 강남구 삼성로 512,서울 강남구 삼성동 157-1,3122005,1168010500,2023-06-17 13:16:00,1,28100,,
h_h001675,제주프리패스,1,1,2068689631,주식회사 엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,,1,49800,,
h_h001686,스노쿨링 마스크,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-02 00:00:00,1,74800,위크나인 아쿠아마린 스노클링 마스크M;위크나인 아쿠아마린 스노클링 마스크L,
h_h001703,커피,0,2,,봄봄연동점,제주시 연북로 48,,,,,4,5200,,5011013700
h_h001742,스노쿨링 마스크,1,1,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-07 00:00:00,1,25900,다이비프로 아동용 익스트림 풀페이스 스노쿨링 마스크,
h_h001752,981파크 바베큐,1,2,6168622439,모노리스제주파크 주식회사,제주특별자치도 제주시 애월읍 천덕로 880-24,제주특별자치도 제주시 애월읍 어음리 산 131,3349188,5011025336,2023-07-04 14:34:00,1,28000,981 올데이 BBQ(2인),
h_h001768,보조배터리.셀카봉.깔창;간식,0,1,,20000,370 스타필드고양점 B1층,,,,,1,16000,,4128111200
h_h001873,선글라스 2개,1,2,4118601799,(주)무신사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010,1168010100,2023-06-25 22:58:00,1,51298,,
h_h001874,간식 물,1,4,2268215800,서귀포농협하나로마트,제주특별자치도 서귀포시 516로 40-1,제주특별자치도 서귀포시 토평동 880-1,3020004,5013011100,2023-07-02 17:14:00,1,77040,제주삼다수;초밥(팩);브이콘;딸기쨈;튀김우동컵,
h_h001905,제주카페패스 7일권 2매,1,2,4118601799,토스페이먼츠 주식회사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010,1168010100,2023-06-30 22:08:00,1,2056,,
h_h001905,제주카페패스 7일권 2매,2,2,4118601799,토스페이먼츠 주식회사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010,1168010100,2023-06-27 23:08:00,1,1664,,
h_h001906,의류,1,1,,난닝구_롯데쇼핑(주),인천 미추홀구 연남로 35,인천 미추홀구 관교동 15,3151031,2817710600,,1,34900,,
h_h001935,짐캐리 캐리어배송 서비스 2번,1,1,3948601247,(주)짐캐리,부산 동구 중앙대로 206,부산 동구 초량동 1187-1,2000010,2617010100,2023-07-11 17:44:00,1,10000,제주수하물 운송,
h_h001935,짐캐리 캐리어배송 서비스 2번,2,1,3948601247,(주)짐캐리,부산 동구 중앙대로 206,부산 동구 초량동 1187-1,2000010,2617010100,2023-07-04 20:43:00,1,10000,제주수하물 운송 ,
h_h001959,티셧츠,1,1,6068164892,(주)티비에이치글로벌,서울 강남구 봉은사로 456,서울 강남구 삼성동 114-15,3122004,1168010500,2023-06-28 00:00:00,1,74910,마인드브릿지 정해인오버핏 남자셔츠;슬릿넥배색오버핏카라티셔츠,
h_h001965,제주도 투어패스,1,1,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-04 07:49:00,1,24900,[제주]제주투어패스 프리패스 자유이용권,
h_h001989,제주투어패스 3매,1,4,2118841856,(주)티몬,,,,,2023-05-16 21:52:00,1,42600,,
h_h001989,제주투어패스 3매,2,4,1168119948,한국정보통신(주),서울 중구 세종대로 39,서울 중구 남대문로4가 45,2005001,1114011700,2023-05-16 21:51:00,1,40500,,
h_h002006,슬리퍼,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-04 00:00:00,1,10900,1+1 헬스와미 층간소음방지 슬리퍼,
h_h002046,아르떼뮤지엄 티켓,1,2,,엔에이치엔케이씨피 주식회사,서울 구로구 디지털로26길 72,서울 구로구 구로동 222-22,4148327,1153010200,2023-07-08 23:09:00,1,35000,,
h_h002048,민화그리기 체험,1,3,4111747014,루씨쏜아뜰리에,제주특별자치도 서귀포시 보목로64번길 138,제주특별자치도 서귀포시 보목동 1405-1,4850280,5013011000,2023-07-06 11:53:00,1,94500,루씨쏜아뜰리에 민화갤러리 카페,
h_h002084,옷,1,2,,지그재그,,,,,,1,96220,휴일 곰돌이 반팔T;[워터밤룩][4만장돌차/롱ver추가]옆셔링 캡내장 슬리브리스,
h_h002095,수영복,1,1,2208893187,(주)브랜디,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-21 18:14:00,1,38500,,
h_h002113,우비,1,5,,,,,,,2023-07-13 00:00:00,1,16990,,
h_h002125,빛의벙커 예약권,1,1,1208643350,(주)플레이스엠,서울 강남구 테헤란로79길 6,서울 강남구 삼성동 144-19,4166758,1168010500,2023-07-11 10:09:00,1,14959,[7월]여름맞이 15%할인,
h_h002130,폴라로이드 카메라,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-13 10:28:00,3,96900,인스탁스 미니11 즉석카메라 ,
h_h002145,음료수,0,1,,Gs25 하안점,하안동260-2,,,,,1,3000,,4121010300
h_h002167,커피와;빵,0,2,,아쿠아플라넷,444,,,,,1,10000,,5011012900
h_h002184,주유,1,3,7424300800,남부주유소,제주특별자치도 제주시 중앙로 301,제주특별자치도 제주시 이도이동 1066-5,3349184,5011010400,2023-07-08 10:19:00,1,40000,주유비,
h_h002199,스노클링 장비,0,1,,다이소 망우 2호점,망우로 416,,,,,1,8000,,1126010500
h_h002251,쿨방석,1,2,1098629860,주식회사 선광,경기 양주시 장흥면 일영로375번길 60,경기 양주시 장흥면 삼하리 307-10,4436319,4163034027,2023-07-24 12:00:00,1,18000,리브맘 시원한 여름 침대 쿨매트,
h_h002265,제주투어패스,1,2,2068689631,주식회사엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,2023-07-17 09:38:00,1,49670,제주투어패스 48시간 프리패스,
h_h002283,제주 하멜 치즈케이크,1,2,1484200170,JEJU HAMEL,제주특별자치도 제주시 노형2길 51-3,제주특별자치도 제주시 노형동 3814-1,4849225,5011012200,2023-07-08 16:05:00,1,34000,cheesemon,
h_h002335,호텔 케니 서귀포 트윈룸,0,2,,마이리얼트립(호텔 케니 서귀포),제주특별자치도 서귀포시 동문로 42,,,,,5,42229,,5013010100
h_h002352,여행자보험,1,1,2018643227,마이뱅크보혐,서울 중구 퇴계로 213,,3101011,1114013200,2023-07-18 01:53:00,1,4390,국내여행자보험,
h_h002356,패디큐어스티커,1,2,,CJ올리브영(주),,,,,2023-07-23 11:55:00,1,15400,패디,
h_h002358,항공권,1,2,6058184518,에어부산(주),부산 강서구 유통단지1로57번가길 6,부산 강서구 대저2동 3148-5,3136083,2644010200,2023-05-25 00:00:00,1,145880,비행기표 ,
h_h002358,항공권,2,2,6168150527,㈜제주항공,제주특별자치도 제주시 신대로 64,제주특별자치도 제주시 연동 301-1,3349111,5011013700,2023-05-25 11:13:00,1,183600,비행기표,
h_h002371,커플룩 옷들,0,2,,AK& 기흥점,227-26,,,,,4,218900,,4146310200
h_h002376,형제섬 투어,1,2,2098155339,마이리얼트립,서울 서초구 강남대로 311,서울 서초구 서초동 1338-12,2102001,1165010800,2023-07-16 00:00:00,3,106000,"[안덕]동남아도 부럽지 않아,형제섬",
h_h002379,스누피 가든 입장권,1,2,2208742885,야놀자레저,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-11 12:34:00,1,32400,스누피가든 아침수국만나기,
h_h002406,제주투어패스권,0,4,,엘에스컴퍼니,573-2,,,,,1,99600,,5011012900
h_h002421,비눗방울; 물놀이 후 쓸 수건; 삼각대,0,1,,쿠팡,문암로 116-1 203호,,,,,1,32890,,4413111900
h_h002442,캐리어커버,1,1,1138521083,엔에이치엔케이씨피 주식회사,서울 구로구 디지털로26길 72,서울 구로구 구로동 222-22,4148327,1153010200,2023-07-12 11:42:00,1,6400,,
h_h002452,소못 예약금,0,2,,소못,4길12-2 1층,,,,,5,60000,,5011013700
h_h002476,제주투어패스,1,3,,제주투어패스,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,,1,74700,제주투어패스 48시간권,
h_h002486,멀미약,0,1,,목포여객터미널,6-10,,,,,1,4000,,4611014600
h_h002493,맥주.간식.라면,1,3,1661201068,CU,제주특별자치도 제주시 노형로 2,제주특별자치도 제주시 해안동 2374,3349042,5011013900,2023-07-28 13:15:00,1,29400,오뚜기)참깨라면컵;왕뚜껑왕컵;팔도)짬뽕왕뚜껑;어몽어스초코우유;오징어땅콩좋아해,
h_h002525,빗3개.책2권.음료.모기띠.패치.헤어에센스.쿠션3개.컨실러.핸드폰액정필름.핸드폰케이스.껌.영양제.부적,0,1,,쿠팡.네이버페이,인터넷구매,,,,,1,632000,,1147010200
h_h002545,스노쿨링 마스크 2개,1,2,5248601528,네이버파이낸셜주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-13 00:00:00,1,101500,수올리 액티비티 스노클링 마스크 수중 물놀이 수노클 장비,
h_h002550,물놀이튜브,1,2,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-07-26 00:00:00,1,11900,KC인증 대형 물놀이 러블리 하트 튜브 레드,
h_h002570,전시 관람 티켓,1,2,3018634203,클룩,,,,,2023-08-22 00:00:00,1,40000,제주 아르떼뮤지엄 입장권+아르떼 TEA BAR티켓,
h_h002629,스노쿨링 장비 2개,1,2,4787400126,메이스코리아,경기 부천시 평천로850번길 96,경기 부천시 도당동 86-9,4352562,4119010400,2023-08-13 10:19:00,1,12040,메이스 스노쿨링 마스크 풀페이스 프리다이빙 스노클 장비 액티브,
h_h002629,스노쿨링 장비 2개,3,2,4787400126,메이스코리아,경기 부천시 평천로850번길 96,경기 부천시 도당동 86-9,4352562,4119010400,2023-08-13 10:19:00,1,12531,메이스 스노쿨링 풀페이스 프리다이빙 스노클 장비 액티브,
h_h002659,제주패스,1,2,2118841856,주식회사 티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-08-03 07:55:00,1,39420,제주투어패스 제주여행 프리패스,
h_h002684,우의,1,1,2138152063,(주)아성다이소,서울 광진구 아차산로 378,서울 광진구 자양동 216-10,3000002,1121510500,2023-08-28 15:47:00,1,5000,체크무늬원단판초우의 M,
h_h002721,비치용품(튜브;비치볼),0,2,,다이소,천호동 다이소,,,,,1,15000,,1174010900
h_h002726,튜브,0,1,,홈플럿,명암1길 17,,,,,1,14000,,4418010500
h_h002771,바지,0,1,,뱅뱅,312-20,,,,,1,39900,,2915510800
h_h002820,모자,1,1,8680102890,오니엘르,부산 사하구 사하로166번길 57,부산 사하구 괴정동 447-13,4202310,2638010100,2023-08-15 00:50:00,1,53200,[인기상품/재진행]underson 언더슨 파나마 햇 로고모자 여성 여름 썸머 밀짚모자,
h_h002865,블루투스 리모컨,0,2,,다이소,낙동남로 1389번길 1,,,,,1,2000,,2638010300
h_h002921,암튜브,0,1,,길가다가,모르겠음,,,,,3,7000,,1153010700
h_h002964,없음,0,1,,없음,종로57길8-7,,,,,4,0,,1111017500
h_h003019,비행기 티켓,1,1,1108114794,(주)대한항공,서울 강서구 하늘길 260,,4145490,1150010800,2023-08-26 00:00:00,1,43239,비행기표,
h_h003019,비행기 티켓,2,1,1108114794,㈜대한항공,서울 강서구 하늘길 260,서울 강서구 공항동 1370,4145490,1150010800,2023-08-26 00:00:00,1,41865,비행기표,
h_h003057,제주투어패스 이용권,0,2,,제주투어패스,인터넷구매,,,,,1,49800,,5011010100
h_h003094,제주패스,1,2,5248601528,네이버페이,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-18 12:46:00,1,45181,,
h_h003111,캐리어,1,3,1400283545,최신형머리방,경기 광명시 하안로 238,경기 광명시 하안동 200,3187057,4121010300,2023-07-12 19:27:00,1,108000,[3년AS]24인치 28인치 캐리어 ,
h_h003135,여행용파우치,1,1,1208800767,(주)쿠팡,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-07-06 13:34:00,1,15500,"랑고 프리미엄 파우치 8종 세트,베이지",
h_h003136,수영복,1,1,1262842382,비키니아일랜드 ,경기 이천시 황무로 986-53,경기 이천시 증포동 227-37,3207057,4150010900,,1,28900,오픈랩 원피스 수영복,
h_h003191,팔튜브,1,2,2244400707,안엔,서울 중랑구 중랑천로 20,서울 중랑구 면목동 193-1,3106011,1126010100,2023-08-09 21:27:00,1,11100,"A GREAT GARDEN 수영팔 튜브 아동 성인 남여공용 2인용세트,1개,스카이 블루+핑크",
h_h003195,삼각대,1,1,5248601528,네이버파이낸셜 주식회사 ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-29 00:00:00,1,37500,카메라 스마트폰 삼각대 7500b,
h_h003217,다이소 삼각대,0,2,,다이소 부산서면점,부산 부산진구 중앙대로702번길 43,,,,,1,5000,,2623010300
h_h003218,스쿠버다이빙 강습비,1,1,,마코다이브 스쿠버다이빙,제주특별자치도 서귀포시 동홍로 133,제주특별자치도 서귀포시 동홍동 558-2,3350070,5013010500,2023-06-23 13:09:00,3,450000,,
h_h003243,선글라스,0,1,,젠틀몬스터,533-6,,,,,1,269000,,1168010700
h_h003265,브랭섬홀 아시아 아이스링크 예매,1,2,,브랭섬홀 아시아 아이스링크,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234,제주특별자치도 서귀포시 대정읍 구억리 1121,3350503,5013025030,2023-09-15 00:00:00,1,28000,자유 이용 예약(2시간),
h_h003277,휘발유,0,5,,서광주유소,중산간서로 1866,,,,,1,50000,,5013031000
h_h003303,가방,0,1,,엔에이치엔위투 주식회사,222-22 NHN한국사이버결제2층,,,,,4,34660,,1153010200
h_h003344,치약,1,1,5428800332,(주)데일리앤코,서울 강남구 학동로 343,서울 강남구 논현동 119,3122011,1168010800,2023-08-05 08:47:00,1,11000,티타드 프레시 브레스 플러스 치약,
h_h003353,단백 2인 식사 예약,0,2,,단백,성산중앙로17 1층,,,,,1,45000,,5013025921
h_h003406,클렌징오일,0,2,,올리브영 사당역점,1061-17,,,,,1,3900,,1162010300
h_h003451,삼각대,1,1,3124200636,조이스트,서울 광진구 천호대로 536,서울 광진구 군자동 473-23,2000008,1121510900,2023-08-19 22:50:00,1,18248,오주주 맥세이프 삼각대 마운트 홀더,
h_h003481,라면과일간식,1,4,6162953507,삼화마트,제주특별자치도 제주시 화삼북로 131,제주특별자치도 제주시 삼양이동 2332-4,3349227,5011011400,2023-09-08 00:00:00,1,58220,옥수수수염차;이오(5+5);쓰레기봉투20L제활용;순창쌈장 사각20;파워오투 아이스베리,
h_h003487,수영복과 여벌의 옷들,1,1,,,,,,,2023-06-29 00:00:00,1,316200,질감 고삐 삼각형 비키니 수영복;[레드벨벳 예리 착용]Floral Sea Under;Polo Hollow Out 니트 반팔 탑;Boho 페이즐리 백리스 홀터 탱크 탑,
h_h003556,개인 여벌 옷,0,1,,여벌옷,엔터식스,,,,,1,24000,,4145011100
h_h003572,보조배터리,0,2,,아트박스 진주점,13-7,,,,,1,16000,,4817010900
h_h003576,와인,0,1,,32000,2710-1,,,,,1,32000,,4833025324
h_h003588,스노쿨링마스크,1,1,2608602225,주식회사 다온트레이드,경기 남양주시 진접읍 경복대로512번길 44-1,경기 남양주시 진접읍 진벌리 444-12,4391063,4136025327,2023-08-23 13:29:00,3,32900,"인피아 스노쿨링마스크 프리다이빙 수중장비 듀얼글라스,아쿠아화이트",
