travel_id,adv_nm,adv_seq,payment_num,brno,store_nm,road_nm_addr,lotno_addr,road_nm_cd,lotno_cd,payment_dt,payment_mthd_se,payment_amt_won,payment_etc,sgg_cd
h_h003637,비치타올,1,1,5725800597,앤드마켓,부산 기장군 정관읍 정관3로 51,부산 기장군 정관읍 모전리 759,3140041,2671025627,2023-08-07 00:00:00,3,15900,감성 스트라이프 비치타올 성인 대형 비치 타올,
h_h003638,왕복 비행기표,1,2,2748800540,에어로케이항공(주),충북 청주시 흥덕구 오송읍 오송생명3로 154,충북 청주시 흥덕구 오송읍 연제리 834,3240057,4311325026,2023-08-01 00:00:00,1,60600,비행기표 ,
h_h003638,왕복 비행기표,2,2,2748800540,에어로케이항공(주),충북 청주시 흥덕구 오송읍 오송생명3로 154,충북 청주시 흥덕구 오송읍 연제리 834,3240057,4311325026,2023-08-07 13:40:00,1,56600,비행기표,
h_h003638,왕복 비행기표,3,2,2748800540,에어로케이항공(주) ,충북 청주시 흥덕구 오송읍 오송생명3로 154,충북 청주시 흥덕구 오송읍 연제리 834,3240057,4311325026,2023-08-07 20:07:00,1,61600,비행기표,
h_h003638,왕복 비행기표,4,2,2748800540,에어로케이항공㈜,충북 청주시 흥덕구 오송읍 오송생명3로 154,충북 청주시 흥덕구 오송읍 연제리 834,3240057,4311325026,2023-08-01 00:00:00,1,60600,비행기표,
h_h003641,유람선티켓,1,4,,서귀포유람선,제주특별자치도 서귀포시 남성중로 40,,3350030,5013010600,2023-09-03 00:00:00,1,56000,서귀포유람선 승선권 ,
h_h003653,옷,0,1,,스타일21,광주 북구 우치로100번길 19,,,,,1,41000,,2917010700
h_h003654,삼각대 구매,1,2,1208800767,쿠팡(주) ,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-11 22:02:00,1,26820,셀루미 155cm 롱레인지 무선 블루투스 올인원 삼각대 셀카봉,
h_h003726,삼각대,1,1,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-27 00:36:00,1,8640,바나다 튤립 블루투스 삼각대 셀카봉,
h_h003729,노형수퍼마켙 입장권,1,2,2098155339,(주)마이리얼트립,서울 서초구 강남대로 311,서울 서초구 서초동 1338-12,2102001,1165010800,2023-08-21 09:45:00,1,27900,[제주]노형수퍼마켙 입장권,
h_h003742,노형수퍼마켙 입장권/여미지식물원입장권 / 1947카트이용권,1,1,5248601528,NAVER FINANCIAL,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-29 00:00:00,1,30000,[제주]노형수퍼마켙 외 1건,
h_h003742,노형수퍼마켙 입장권/여미지식물원입장권 / 1947카트이용권,2,1,1208643350,(주)플레이스엠,서울 강남구 테헤란로79길 6,서울 강남구 삼성동 144-19,4166758,1168010500,2023-08-29 21:45:00,1,22800,여미지식물원 ,
h_h003742,노형수퍼마켙 입장권/여미지식물원입장권 / 1947카트이용권,3,1,6168624266,에스케이엘이씨(주),제주특별자치도 서귀포시 토평공단로 78-27,제주특별자치도 서귀포시 토평동 1799,3350277,5013011100,2023-08-29 21:47:00,1,33581,[제주]윈드1947 카트 탑승권,
h_h003789,제주 귤 모자,1,2,5248601528,NAVER FINANCIAL,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-13 00:00:00,1,8980,[시원한]제주도감귤모자 한라봉,
h_h003871,옷,0,2,,에잇세컨즈,106,,,,,1,310000,,4311110200
h_h003876,제주 짐옮김이,0,2,,트립백,제주특별자치도 서귀포시 중산간서로 68,,,,,1,34000,,5013011600
h_h003880,제주투어패스,1,5,2118841856,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-08-04 13:55:00,1,224000,,
h_h003978,제주9.81 입장권,1,3,6168622439,모노리스제주파크 주식회사,제주특별자치도 제주시 애월읍 산록서로 15,제주특별자치도 제주시 애월읍 어음리 산 3,3349081,5011025336,2023-08-09 17:52:00,1,39500,레이싱하고 놀랩,
h_h004101,카페패스(1인은 렌트카 사은품으로 받음. 1인은 제주패스 사이트에서 추가구매,1,2,,제주패스,제주특별자치도 제주시 신광로 21,제주특별자치도 제주시 연동 271-6,3349109,5011013700,2023-08-28 11:26:00,1,13900,카페패스 3일 프리미엄 이용권,
h_h004105,호텔숙소 런치 및 조식 뷔페 이용권,0,2,,콘페티,3039-39,,,,,1,300000,,5013011900
h_h004119,스노클링 마스크,0,1,,25000,방문없이 택배로 구매,,,,,1,25000,,1129012300
h_h004225,빵;음료,0,5,,코스트코코리아 광명점,일직로 40,,,,,1,150000,,4121010600
h_h004288,초콜릿,0,2,,편의점,월배로219 센트럴타워 1층,,,,,1,3000,,2729011500
h_h004298,제주투어패스,1,2,5248601528,NAVER FINANCIAL ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-30 00:00:00,1,45800,제주투어패스 48시간 프리패스,
h_h004315,카메라 삼각대; 수영용품,0,2,,쿠팡,쿠팡 온라인 스토어,,,,,1,40000,,1111010700
h_h004351,청반바지,0,1,,로엠 스타시티점,227-7 지하 1층 37호,,,,,1,49900,,1121510500
h_h004404,얼음물,0,1,,Gs편의점,,,,,,1,2000,,5013031000
h_h004459,의류 구매,1,2,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-21 00:00:00,1,122710,원가 세일 봄 여름 돌먼 소매 5부 카라 스트라이프 단가라 루즈핏 니트 그린 외 2건,
h_h004523,다이소,0,2,,다이소 홍대점,167-29,,,,,1,5000,,1144012100
h_h004577,가방맡김서비스,0,2,,주식회사 트립백,115호,,,,,1,17000,,5013011800
h_h004752,선스틱,1,1,8098101574,CJ올리브영(주),서울 송파구 올림픽로 300,서울 송파구 신천동 29,3123023,1171010200,2023-08-12 13:09:00,1,14800,AHC마스터즈에어리치선스틱2매가행사,
h_h004755,커피,1,2,1920901785,탐앤탐스,제주특별자치도 제주시 월대5길 6,제주특별자치도 제주시 외도이동 300,4848520,5011012400,2023-08-27 10:57:00,1,10000,[포장]ICE카페 아메리카노;[포장]컵보증금;[포장]ICE그린라떼,
h_h004851,선글라스,1,1,,이니시스_중소1-(주)라이프글라스,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-08-21 01:40:00,1,43620,,
h_h004905,생필품,1,1,2138152063,(주)아성다이소,제주특별자치도 제주시 1100로 3325,제주특별자치도 제주시 노형동 3784-2,3020003,5011012200,2023-08-23 15:43:00,1,37200,매장용 종이 소비자봉투(대);경량알루미늄중봉장우산;시어서커원피스;6단조절태블릿PC거치대;헬로키티_PP유선노트(A5),
h_h004947,관광버스; 호텔; 항공권,0,2,,핫플트립; 여기어때; 제주도여행닷컴; 탐나오,,,,,,4,581400,,5011010200
h_h005058,김;참치;짜파게티;모기기피제,0,2,,다이소,다이소,,,,,1,10000,,4111514100
h_h005060,햇빛 차단 모자; 팔토시; 셀카봉,0,2,,쿠팡,442-11,,,,,1,63000,,4150034000
h_h005136,헤이즈 엑스트렉 기내용 20인치 확장형 캐리어,1,1,,헤이즈,,,,,2023-08-21 22:43:00,1,114401,엑스트렉 기내용 20인치 확장형 캐리어 라벤더,
h_h005200,삼각대,0,2,,쿠팡,7-30,,,,,1,11630,,1171010200
h_h005233,스노쿨링장비,1,1,2241383742,신성레포츠,강원특별자치도 원주시 라옹정길 74-42,강원특별자치도 원주시 관설동 1664-14,4457179,5113011600,2023-08-25 13:12:00,3,12500,아넥스 일안식 성인 스노쿨링 세트,
h_h005245,옷,0,1,,에이비글,150-48,,,,,1,79700,,1121510100
h_h005252,암튜브 2개,1,2,2244400707,안엔,서울 중랑구 중랑천로 20,서울 중랑구 면목동 193-1,3106011,1126010100,2023-08-24 01:05:00,1,11100,A GREAT GARDEN 수영 팔튜브 아동 성인 남여공용 2인용세트,
h_h005297,수영복,0,1,,마젤브라운,인터넷결제,,,,,1,30800,,1111010100
h_h005308,스쿠버다이빙,0,1,,두나다이버스,621,,,,,5,280000,,5013011000
h_h005321,제주 올패스,1,1,2118841856,주식회사 티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-08-26 09:48:00,1,45800,,
h_h005322,차량용휴대폭거치대,1,1,1208800767,(주)쿠팡,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-27 09:13:00,1,53580,"올비에스 차량용 휴대폰 거치대 흡착형 일반형,블랙 포함 총 9건",
h_h005342,암튜브,1,4,2244400707,안엔,서울 중랑구 중랑천로 20,서울 중랑구 면목동 193-1,3106011,1126010100,,1,22200,A GREAT GARDEN 수영 팔튜브 아동 성인 남여공용 2인용(4p) 세트,
h_h005358,삼각대,1,1,2138152063,(주)아성다이소,대구 중구 달구벌대로 지하 2100,,2007002,2711011200,2023-08-28 15:11:00,1,13200,매장용 종이 소비자봉투(소);카메라&핸드폰 삼각대 4단;네일케어1000 유리알탑코;케이스TPU밴드(약 230);기름종이리필(100매입/1개),
h_h005367,배 왕복 승선; 숙소,0,3,,씨월드고속훼미리,10-6,,,,,1,218050,,4611014200
h_h005375,카메라삼각대,1,1,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-26 23:16:00,1,24250,아즈나 카메라 스마트폰 삼각대 리모컨 세트,
h_h005377,없음,0,2,,사전결제 없음,없음,,,,,4,0,,5013025900
h_h005428,없음,0,2,,없음,,,,,,4,0,,1117012900
h_h005433,물놀이용품,1,4,8828601915,오쉐어 주식회사,제주특별자치도 제주시 용문로 4,제주특별자치도 제주시 용담이동 1590-3,3349154,5011010900,2023-09-06 14:27:00,3,53000,,
h_h005434,제주투어패스,0,4,,엘에스컴퍼니,청사로11  4층,,,,,1,129000,,5011012900
h_h005437,이동 중 먹을 간식(맥도날드),1,2,2898501875,맥도날드,제주특별자치도 제주시 연북로 434,제주특별자치도 제주시 도남동 419,3349136,5011012900,2023-09-05 10:04:00,1,6400,환타-M;컵보증금;상하이 치킨 스낵랩;아이스크림콘,
h_h005448,스노쿨링마스크,1,2,2170950552,이지웨이 코퍼레이션,경기 구리시 갈매순환로166번길 46,경기 구리시 갈매동 552-12,4857375,4131010100,2023-08-24 21:39:00,1,29800,풀페이스 프리다이빙 스노클링 마스크 2세대 장비 세트,
h_h005455,티셔츠,1,1,1208800767,쿠팡(주) ,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-29 17:53:00,1,8200,"티탁 브이 가오리 절개 롱티셔츠,블랙FREE",
h_h005492,제주패스,1,4,1138521083,엔에이치엔케이씨피주식회사,서울 구로구 디지털로26길 72,서울 구로구 구로동 222-22,4148327,1153010200,2023-08-27 21:21:00,1,87100,,
h_h005509,우비,0,2,,다이소(공릉점),노원구 동일로 192길 29 민재빌딩,,,,,1,4000,,1135010300
h_h005535,제주투어패스,1,3,2118841856,주식회사 티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-08-14 00:25:00,3,59130,"최종가19,900원/제주투어패스 제주여행 프리패스",
h_h005624,없습니다,0,2,,없음,123-40,,,,,4,0,,1141011000
h_h005629,가방,1,1,,소울컴퍼니sc,,,,,2023-08-30 00:00:00,1,12850,나이키 리유저블 스우시 소핑백 소형,
h_h005641,샴푸린스 담을 여분 통,0,1,,다이소,다이소 전주 송천점 송천동2가 186-7,,,,,1,1000,,4511312200
h_h005763,수영복,0,1,,히니크,277-9 2층,,,,,1,31800,,1120011500
h_h005865,김포공항으로 가는 공항버스2인,1,2,1298638970,로카모빌리티(주),서울 중구 청계천로 24,서울 중구 다동 39,3100021,1114010200,2023-08-30 00:00:00,1,16000,버스표,
h_h006150,제주카페패스3일권,1,1,,,,,,,2023-09-05 02:29:00,3,13900,카페패스 3일 프리미엄,
h_h006438,커피,1,1,,빽다방,제주특별자치도 제주시 서사로8길 1,제주특별자치도 제주시 삼도일동 788-1,4847932,5011010500,2023-09-24 12:46:00,1,1900,,
h_h006458,주유,1,2,,자유에너지주식회사 가든주유소,,,,,2023-09-18 16:28:00,1,30000,주유비,
h_h006459,아메리카노; 오곡누룽지음료,0,3,,CU제주서부휴게소점,노형로80 제주매직월드,,,,,1,3800,,5011013900
h_h006460,주유,1,4,6162734734,남문주유소,제주특별자치도 제주시 중앙로 372,제주특별자치도 제주시 이도이동 2018-1,3349184,5011010400,2023-09-17 14:58:00,1,50000,주유비,
h_h006468,탄산음료;초코우유;생수,0,3,,gs25,용금로467,,,,,3,4500,,5011031000
h_h006477,경유주유,1,4,6168214455,한림농협주유소,제주특별자치도 제주시 한림읍 한림상로 89,제주특별자치도 제주시 한림읍 한림리 1570,3349209,5011025024,2023-09-14 16:14:00,1,50000,주유비 ,
h_h006480,과일,0,1,,코리아마트,644-3,,,,,1,8000,,5013010500
h_h006498,음료수 외 귤,0,3,,천막,엉또폭포 제주특별자치도 서귀포시 강정동 5628,,,,,3,10000,,5013011600
h_h006502,아기 이유식,0,1,,짱죽 제주,짱죽 이유식,,,,,3,9000,,5011011700
h_h006504,입장권,0,2,,이스트힐스,835,,,,,3,30000,,5011025922
h_h006530,간식(과자;음료); 커피,0,3,,초록마을 영어교육도시점,163-5,,,,,1,13570,,5013025029
h_h006540,주유,1,1,6168221316,중문농협주유소,제주특별자치도 서귀포시 일주서로 872,,3349236,5013011900,2023-09-15 12:54:00,1,51900,주유비,
h_h006569,주유비,1,1,1318634206,(주)새신테크 이호주유소,제주특별자치도 제주시 일주서로 7629,제주특별자치도 제주시 이호이동 803-9,3349236,5011012600,2023-09-22 20:45:00,1,100000,주유비,
h_h006575,뚜레주르 샌드위치; 소세지빵,0,1,,뚜레주르,두신로,,,,,3,8500,,5011031000
h_h006592,음료수,0,2,,크라운마트,남성로112,,,,,3,3900,,5011010500
h_h006594,감귤카트 성인 2인 입장권,1,2,,감귤카트,제주특별자치도 서귀포시 중문관광로 42,,3350251,5013011900,,3,12500,,
h_h006594,감귤카트 성인 2인 입장권,3,2,,제주 감귤카트,제주특별자치도 서귀포시 중문관광로 42,제주특별자치도 서귀포시 색달동 2629,3350251,5013011900,2023-09-15 12:50:00,1,12500,탑승권,
h_h006594,감귤카트 성인 2인 입장권,4,2,6168612834,제주 감귤카트,제주특별자치도 서귀포시 중문관광로 42,,3350251,5013011900,2023-09-15 12:51:00,1,12500,탑승권,
h_h006596,떡,1,1,6162293290,원당떡집,제주특별자치도 제주시 일주동로 384,제주특별자치도 제주시 삼양이동 2181-6,3349235,5011011400,2023-09-21 18:25:00,1,8000,,
h_h006651,차 주유,0,1,,에스오일 동홍주유소,117-4,,,,,3,50000,,5013010500
h_h006677,음료수,0,2,,봄봄삼화점,,,,,,1,7500,,5011013000
h_h006681,없음,0,4,,없음,조천우회로,,,,,4,0,,5011025621
h_h006682,점심식사,1,2,4298500135,맥도날드,제주특별자치도 서귀포시 일주서로 7,,3349236,5013011600,2023-09-17 11:36:00,1,13900,탄산음료M/선택;컵보증금;상하이버거/런치세트;아이스 드립 커피;창녕 갈릭 비프버거,
h_h006700,집에 오는 길 구매 편의점(아몬드언스위트.쿠키),1,3,6168263183,GS25,제주특별자치도 서귀포시 중문로 53,제주특별자치도 서귀포시 중문동 1616-1,3350252,5013011200,2023-09-17 00:00:00,1,3100,아몬드언스위트;아몬드쿠키,
h_h006744,음료수.과자등,0,2,,하나로마트,1928,,,,,1,50000,,5013011200
h_h006747,주유,0,2,,성신주유소,2158-1,,,,,1,40000,,5011012000
h_h006748,아프리카박물관 입장권,1,4,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-09-18 00:00:00,1,15000,제주 아프리카박물관 입장권 ,
h_h006750,라면 술 음식 과자,1,2,4908501999,(주)뉴월드 마트로,제주특별자치도 서귀포시 일주동로 8552,,3349235,5013010500,2023-09-19 16:30:00,1,24650,최고스낵4번들 4번들;샤인머스켓;바베큐치킨;농심 신라면 소컵;농심 새우탕 소컵,
h_h006766,경유,1,2,6162251456,신세기주유소,제주특별자치도 서귀포시 일주서로 976,제주특별자치도 서귀포시 색달동 2158,3349236,5013011900,2023-09-21 15:33:00,1,80000,주유비,
e_e013135,보조배터리,0,1,,쿠팡,7-30,,,,,1,12000,,1171010200
h_h002040,가방이동서비스 트립백,1,1,2548102394,주식회사 트립백,제주특별자치도 서귀포시 중산간서로 68,,3349239,5013011600,2023-07-08 21:58:00,1,19000,,
h_h004763,짐옮김이서비스,0,2,,가방을부탁해,중문상로 82번길 15,,,,,5,38000,,5013011200
h_h000063,캠핑요리 식자재,1,1,7668501557,(주)뉴월드마트로,제주특별자치도 제주시 일주서로 7822,제주특별자치도 제주시 연동 2420,3349236,5011013700,2023-05-26 22:26:00,1,66976,무우;대한쿠킹호일(업소용);꼬지-200P;아메리칸가든 히코리 바베큐 소스;오뚜기 구워먹는치즈,
h_h000198,경유비,1,2,6161256374,삼성주유소,제주특별자치도 제주시 우정로 43,제주특별자치도 제주시 외도일동 499-1,3349160,5011012300,2023-06-04 13:48:00,1,10000,주유비,
h_h000550,제주 오름 지도,1,1,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-31 00:00:00,1,32300,오르머 제주100대오름 지도+수첩 세트,
h_h000570,항공권,1,1,1218189086,진에어 ,서울 강서구 공항대로 453,서울 강서구 등촌동 653-25,2005007,1150010200,,1,84800,비행기표,
h_h000570,항공권,2,1,1048117480,아시아나항공(주) ,서울 강서구 오정로 443-83,,3000015,1150011300,,1,79900,비행기표,
h_h000631,짐 옮김 서비스,1,2,2548102394,주식회사 트립백,제주특별자치도 서귀포시 중산간서로 68,,3349239,5013011600,2023-06-23 12:21:00,1,17000,,
h_h000702,백팩 선크림 클렌징티슈,1,4,,롯데쇼핑(주),,,,,2023-06-09 18:12:00,1,104082,,
h_h000702,백팩 선크림 클렌징티슈,2,4,,올리브영,,,,,,1,17200,아리얼 더 퍼펙트 클렌징 티슈;식물나라 산소수 생기수분톤업,
h_h000755,제주패스,0,3,,(주)엘에스컴퍼니,제주시 청사로 11 4층,,,,,5,95000,,5011012900
h_h001051,화이트 와인 1병,0,1,,달팽이와인샵,314-13,,,,,1,21100,,1120011500
h_h001093,선글라스 케이스,1,1,6403100461,(주)아성다이소,전남 보성군 벌교읍 채동선로 268,전남 보성군 벌교읍 벌교리 871-4,3290013,4678025321,2023-06-14 10:56:00,1,2000,,
h_h001332,라면과자 과일,1,4,6168212724,제주시농협 하나로마트,제주특별자치도 제주시 남광로 206,,3349035,5011010200,2023-07-07 17:42:00,1,93212,포스트 콘푸라이트;첵스초코스노우초코볼;생도넛츠;삼양식품 큰컵까르보불닭볶음면;비요뜨크런치볼,
h_h001440,사진관,1,2,2166700267,보통청춘기록실,제주특별자치도 제주시 한림읍 귀덕11길 1,제주특별자치도 제주시 한림읍 귀덕리 1010-2,4847256,5011025021,2023-06-20 02:50:00,1,20000,보통청춘기록실 촬영,
h_h001810,비행기표; 렌트카,0,1,,온라인투어; 카모아,효자로 23 국제항운빌딩 2층~4층,,,,,1,122090,,1111010400
h_h001824,제주투어패스,1,2,,제주 투어패스,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,,1,49800,제주투어패스 48시간 프리패스 제주도 여행 체험 관광지 실내 액티비티 카트 우도 카페,
h_h001993,암튜브,1,1,5248601528,NAVER FINANCIAL ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-01 00:00:00,1,12500,성인 암튜브 수영장 호캉스 물놀이 스트라이프 디자인 링,
h_h002111,해녀의부엌 예약,1,4,5248601528,네이버파이낸셜,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-03 00:00:00,1,236000,해녀이야기(목/금/토/일) 외 3건 ,
h_h002336,레트카/아르떼뮤지엄 성인1,1,3,7428600224,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-07-04 00:00:00,1,50208,제주야렌트카,
h_h002336,레트카/아르떼뮤지엄 성인1,2,3,2208742885,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-17 11:21:00,1,16000,[제주]아르떼뮤지엄,
h_h002412,캐리어,0,3,,쿠팡,,,,,,2,50000,,1171010200
h_h002481,스노쿨링장비,1,4,1900102666,(주)아성다이소,경기 수원시 장안구 창룡대로 181,경기 수원시 장안구 연무동 246-34,2012001,4111113700,2023-07-31 11:58:00,1,46000,땅콩수세미;메쉬짜임 쿠션방석;맘스크린지퍼백(소);맘스크린지퍼백(미니);개별포장디저트포크,
h_h002537,진라면매운맛.오징어짬뽕라면.아침햇살.작은반공기햇반.한라산,1,2,6162990991,한림킹마트,제주특별자치도 제주시 한림읍 한림상로 279,제주특별자치도 제주시 한림읍 한수리 830-4,3349209,5011025035,2023-08-05 21:39:00,1,15150,진라면매운맛;오징어짬뽕라면;아침햇살;작은반공기햇반;한라산,
h_h002604,튜브 공기주입기,2,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-17 12:27:00,3,92,JO-PRO 가정용 전기 에어펌프,
h_h002845,셀카봉,0,2,,다이소,1627-6,,,,,1,5000,,4511114200
h_h002945,아쿠아슈즈,0,1,,쿠팡,쿠팡,,,,,1,18000,,4113510500
h_h003116,스노쿨링 세트; 튜브,0,3,,쿠팡,291-1,,,,,5,52010,,1154510200
h_h004058,돗자리,0,1,,다이소,부산 영도구 동삼로 23 다이소 동삼점,,,,,1,3000,,2620012100
h_h004180,고프로 대여,1,2,5248601528,NAVER FINANCIAL ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-17 00:00:00,1,34100,[대여/무료배송 주말방문수령]고프로 히어로10 풀패키지 대여,
h_h004372,술안주와 간식,1,6,1108611754,푸르네마트(주)사과마을,서울 은평구 응암로 165,,3005055,1138010700,2023-08-27 15:08:00,1,130740,자연닮은쌀20k;XO수제손만두/칼칼김치;마트홈/프리미엄물티슈;오쉐프)정성가득왕만두;왕소라형2번들,
h_h005257,보조배터리,2,1,,(주)이마트에브리데이,,,,,2023-08-25 15:43:00,1,9660,,
h_h005456,선스틱,0,1,,올리브영,제주 제주시 연북로 527 올리브영 제주아라일동점,,,,,1,14250,,5011011700
h_h005721,카시트대여,0,3,,제주 카시트 붕붕,751-38,,,,,1,17400,,5011010900
h_h006207,제주올패스,0,2,,(주)브이패스,2006-3 주식회사 브이패스   중앙로 352,,,,,1,35540,,5011010400
h_h006364,용눈이오름 야간올라밤 투어,1,1,4988500107,플레이스,제주특별자치도 서귀포시 성산읍 동류암로 20,,3350063,5013025924,2023-09-12 00:02:00,1,40000,오름올라밤(야간 오름 트레킹),
h_h006535,주유,0,1,,일도주유소,일도주유소,,,,,4,30000,,5011010200
h_h006639,레드와인,0,1,,와인창고 본점,연북로 424 1동 1층 101호,,,,,1,29900,,5011012900
